id	title	author	category	lyrics
KJ_28	Ya Yesus, Tolonglah	KJ	Kidung Jemaat	"Ya Yesus, tolonglah, hapuskan dosaku
dan dari nafsu dunia lepaskan hambaMu.

Ya Yesus, dengarlah seruan hatiku,
lengkapi aku yang lemah, sebagai laskarMu.

Ya Yesus, yang menang, sertai hambaMu
b'ri di sengsara dan perang percaya yang teguh.

Ya Yesus, pimpinlah, tetaplah Kau dekat,
supaya ke neg'ri baka jalanku tak sesat.

Ya Yesus, lihatlah serangan seteru,
lumpuhkanlah senjatanya dengan kuasaMu.

Ya Yesus Penebus, berilah akhirnya
kesukaanMu yang kudus di negeri baka."
KJ_29	Di Muka Tuhan Yesus	KJ	Kidung Jemaat	"Di muka Tuhan Yesus betapa hina diriku.
Kubawa dosa-dosaku di muka Tuhan Yesus.

Di muka Tuhan Yesus tersungkur kar'na dosaku,
kubuka kerinduanku di muka Tuhan Yesus.

Di muka Tuhan Yesus 'ku insaf akan salahku;
bertobat kini hatiku di muka Tuhan Yesus.

Di muka Tuhan Yesus kudapat kasih sayang-Nya;
hatiku pasrah berserah di muka Tuhan Yesus."
KJ_30A	Angin Ribut Menyerang	KJ	Kidung Jemaat	"Angin ribut menyerang menggetarkan hatiku;
ombak ganas menerjang; aku lari padaMu.
Jurus'lamat, tolonglah dan pandukan bidukku,
Hingga aku sampailah di labuhan yang teduh.

Hanya Tuhan sajalah Perlindungan yang tent'ram.
B'rikan daku yang lemah hati kuat dan tenang.
Dikau saja yang tetap Sumber pengharapanku:
Biar aku Kaudekap di naungan sayapMu.

Kristus, Kau andalanku, Sumber hidup yang esa.
Kaupulihkan yang sendu, buta, sakit dan lemah.
Dikau suci dan benar, aku ini bercela;
Walau hidupku cemar, Kau penuh anugerah.

Kelimpahan kasihMu jadi sungai yang segar
menghapuskan dosaku dan membuatku benar.
Air hayat mulia, puaskanlah anakMu,
Hingga Kau selamanya memenuhi batinku."
KJ_30B	Angin Ribut Menyerang	KJ	Kidung Jemaat	"Angin ribut menyerang menggetarkan hatiku;
Ombak ganas menerjang; aku lari padaMu.
Jurus'lamat, tolonglah dan pandukan bidukku,
Hingga aku sampailah di labuhan yang teduh."
KJ_31A	Mungkinkah Aku pun Serta	KJ	Kidung Jemaat	"Mungkinkah aku pun serta tertolong oleh darahNya?
Akulah pangkal siksaNya, yang menyebabkan matiNya.
Agung benar, ya Tuhanku: Engkau tersiksa gantiku!
Agung benar, ya Tuhanku: Engkau tersiksa gantiku!"
KJ_31B	Mungkinkah Aku pun Serta	KJ	Kidung Jemaat	"Mungkinkah aku pun serta tertolong oleh darahNya?
Akulah pangkal siksaNya, yang menyebabkan matiNya.
Agung benar, ya Tuhanku: Engkau tersiksa gantiku!

Para malak sekalipun tiada dapat mengerti
apa sebabnya Yang Kudus menanggung siksa yang keji.
KasihNyalah alasannya menanggung dosa dunia.

DitinggalkanNya takhtaNya dan masuk kedunia yang cemar;
ditanggalkanNya kuasaNya, terdorong kasih yang besar
dan aku pun tertolonglah terpilih jadi milikNya.

Jiwaku lama menjerit, dipasung dosa yang seram.
SuryaMu bagiku terbit; penjaraku pun benderang.
Terbukalah pasunganku ; 'ku bangkit dan mengikutMu.

Di dalam Yesus Penebus hukuman dosa hilanglah.
Kudapat hidup yang kudus, jubahku kebenaranNya;
'ku mendekat ke takhtaMu hendak terima tajukku."
KJ_32	Kulihat SalibMu	KJ	Kidung Jemaat	"Kulihat salibMu, ya Jurus'lamatku, di Golgota.
T'rimalah doaku, hapuskan dosaku;
akulah milikMu selamanya.

Jadikan kuasaMu di dalam hatiku api kudus.
Kasih salibMulah sumber anugerah;
Cintaku s'lamanya kepadaMu.

Di dalam bayang maut, Tuhan, tetap Engkau harapanku!
Dalam lembah gelap duka pun melenyap,
Jikalau 'ku tetap di jalanMu.

Di saat ajalku, ragu dan takutku buanglah jauh.
Ya, Jurus'lamatku, lindungi jiwaku,
Hingga 'ku bertemu dengan Dikau."
KJ_33	SuaraMu Kudengar	KJ	Kidung Jemaat	"SuaraMu kudengar memanggil diriku,
supaya 'ku di Golgota dibasuh darahMu!

Aku datanglah, Tuhan, padaMu;
Dalam darahMu kudus sucikan diriku.

Kendati 'ku lemah, tenaga Kauberi;
Kau hapus aib dosaku, hidupku pun bersih.

Kau panggil diriku, supaya kukenal;
iman, harapan yang teguh dan kasihMu kekal.

Kau buat meresap karyaMu dalamku;
kuasa dosa pun lenyap, diganti rahmatMu.

Ya Yesus, Kau beri jaminanMu tetap:
kepada orang beriman janjiMu 'kan genap!

Terpuji Penebus, terpuji darahNya,
Terpuji Kristus, Tuhanku, dalamNya 'ku benar!"
KJ_34	Di Salib Yesus di Kalvari	KJ	Kidung Jemaat	"Di salib Yesus di Kalvari kus'rahkan dosaku yang keji.
Oleh darahNya aku bersih! Puji namaNya!

Puji, puji namaNya! Puji, puji namaNya!
Oleh darahNya aku bersih! Puji namaNya!

Kini bahagiaku penuh: Yesus berdiam di dalamku.
Sungguh 'ku s'lamat, 'ku ditebus! Puji namaNya!

DarahNya sumber hayat baka; aku dibasuh di dalamnya
dan t'rus dijaga tak bercela. Puji namaNya!

Mari semua ke salibNya; jiwa-ragamu serahkanlah
untuk dibasuhi darahNya. Puji namaNya!"
KJ_35	Tercurah Darah Tuhanku	KJ	Kidung Jemaat	"Tercurah darah Tuhanku di bukit Golgota;
yang mau bertobat, ditebus, terhapus dosanya,
terhapus dosanya, terhapus dosanya
yang mau bertobat, ditebus, terhapus dosanya.

Penyamun yang di sisiNya di b'ri anugerah;
pun aku yang penuh cela dibasuh darahNya,
dibasuh darahNya, dibasuh darahNya,
pun aku yang penuh cela dibasuh darahNya.

Ya Anakdomba, darahMu tak hilang kuasanya,
sehingga s'lamat umatMu dan suci s'lamanya,
dan suci s'lamanya, dan suci s'lamanya,
sehingga s'lamat umatMu dan suci s'lamanya.

Sejak kupandang salibMu dengan iman teguh,
kasihMulah kupuji t'rus seumur hidupku,
seumur hidupku, seumur hidupku,
kasihMulah kupuji t'rus seumur hidupku.

Dan jika nanti lidahku tak lagi bergerak,
tetap kupuji kuasaMu di sorgaMu kelak,
di sorgaMu kelak, di sorgaMu kelak,
tetap kupuji kuasaMu di sorgaMu kelak."
KJ_36	Dihapuskan Dosaku	KJ	Kidung Jemaat	"Dihapuskan dosaku hanya oleh darah Yesus;
aku pulih dan sembuh hanya oleh darah Yesus.

O, darah Tuhanku, sumber pembasuhku!
Sucilah hidupku hanya oleh darah Yesus.

Pengampunan dosaku hanya oleh darah Yesus;
Penyucian hidupku hanya oleh darah Yesus.

Pendamaian bagiku hanya oleh darah Yesus;
bukan oleh amalku: hanya oleh darah Yesus.

Damai dan harapanku hanya oleh darah Yesus;
Allah membenarkanku hanya oleh darah Yesus."
KJ_37A	Batu Karang Yang Teguh	KJ	Kidung Jemaat	"Batu Karang yang teguh, Kau tempatku berteduh.
Kar'na dosaku berat dan kuasanya menyesak,
Oh, bersihkan diriku oleh darah lambungMu.

Walau aku berjerih dan menangis tak henti,
apapun usahaku, tak menghapus dosaku.
Hanya oleh kurbanMu Kau s'lamatkan diriku.

Tiada lain kupegang, hanya salib dan iman;
dalam kehampaanku kudambakan rahmatMu.
Tanpa Dikau, Tuhanku, takkan hidup jiwaku.

Bila tiba saatnya kutinggalkan dunia
dan Kaupanggil diriku ke hadapan takhtaMu,
Batu Karang yang teguh, Kau tempatku berteduh."
KJ_37B	Batu Karang Yang Teguh	KJ	Kidung Jemaat	"Batu Karang yang teguh, Kau tempatku berteduh.
Kar'na dosaku berat dan kuasanya menyesak,
Oh, bersihkan diriku oleh darah lambungMu."
