id	title	author	category	lyrics
KJ_126	Tiap Tahun Kembali	KJ	Kidung Jemaat	"Tiap tahun kembali kabar bergema
bahwa Yesus lahir dalam dunia.

Tiap-tiap rumah dimasukiNya
dan di jalan juga Ia beserta.

Ia mendampingi orang yang lemah;
kita diiringi oleh kasihNya."
KJ_127	Kandang Domba itu RumahNya	KJ	Kidung Jemaat	"Kandang domba itu rumahNya, palungan hewan petiduranNya;
lahir dari Bunda Maria Pangeran Mahamulia.

Aku pun hendak ke Betlehem, supaya 'ku melihatNya di tempat
yang hina dan rendah, Pangeran Mahamulia.

Bintang indah, hai tunjukkanlah di mana Yesus dan palunganNya.
Hai gembala, bangun segera menengok Jurus'lamatmu.

Hai malaikat, pujilah terus kemuliaan Allah yang kudus.
Bayi itulah Sang Penebus dan Jurus'lamat dunia.

Aku kaya oleh miskinMu, selamat oleh hidup suciMu,
'ku dibasuh oleh darahMu, bahagia oleh salibMu."
KJ_128	Sekarang, Tuhanku	KJ	Kidung Jemaat	"Sekarang, Tuhanku, biarlah hambaMu pergi
dengan sejaht'ra menurut firmanMu;
Kurnia s'lamatMu telah kulihat nyata.

Kurnia itulah TerangMu yang baka
bagi segala bangsa; pun bagi Israel
TerangMu yang kekal menjadi kemuliaan."
KJ_129	Dari Timur, Jauh Benar	KJ	Kidung Jemaat	"Dari Timur, jauh benar, kami cari Raja besar.
Lewat gurun, naik turun, dituntun bintangNya.

O, bintang pandu yang cerah, bintang Raja mulia.
Jalan kami kausinari, langkah kami tuntunlah!

Lahir Raja damai baka. Mas kubawa kepadaNya,
kar'na Ia, memerintah, sampai selamanya.

Aku bawa dupa menyan, lambang doa yang beriman.
Ya Tuhanku, pujianku kiranya berkenan.

Damar pahit yang kuberi, lambang dukacita pedih
dan sengsara tak bertara dan kubur yang sepi.

Agunglah kebangkitanNya, Raja, Tuhan, Kurban esa.
Haleluya, Haleluya! Pujilah bergema!"
KJ_130	Datang Orang Asing	KJ	Kidung Jemaat	"Datang orang asing bawa masing-masing dari neg'rinya
mas, menyan dan mira, mahal tak terkira, untuk Rajanya.

Datang dari jauh dengan niat mau lihat Rajanya,
menghormati Dia, Anak Manusia, ingin menyembah.

Sanalah berbaring dalam kain lampin Jurus'lamatnya.
Masuklah mereka girang dan bersuka, lalu menyembah."
KJ_131	Hai Bintang Betlehem	KJ	Kidung Jemaat	"Hai bintang Betlehem, pimpinlah t'rus kami pun
ke tempat Bayi kudus! Sang putra yang hendak kami sembah,
hai bintang Betlehem, tunjukkanlah!

Hai bintang Betlehem, kau tak sesat;
arah tujuanmu sungguh tepat! Rumah jelata yang hina rendah,
hai bintang Betlehem, sinarilah!

Hai bintang Betlehem, kami seg'ra masuk
dengan syukur dan menyembah. Apa selayaknya kami beri,
hai bintang Betlehem? Hati jernih!

Hai bintang Betlehem, pimpin tetap
kami di dunia dalam gelap. Tunjukkan kami pun tujuanmu,
hai bintang Betlehem : Damai penuh!"
KJ_132	Lahir Putera Mulia	KJ	Kidung Jemaat	"Lahir Putra mulia, Raja bala sorga;
Tuhan dalam dunia kena sengsara juga,
kena sengsara juga.

Sorga ditinggalkanNya, walau Ia Tuhan;
kandang domba rumahNya dan ranjangNya palungan,
dan ranjangNya palungan.

Sang Herodes menggeram kar'na iri hati,
menggeledah Betlehem, dan banyak anak mati,
dan banyak anak mati.

Lahir dari Maria Putera Ilahi
yang menuntun umatNya ke damai yang abadi,
ke damai yang abadi.

Mari kita bersyukur nyanyilah semua,
kumandangkanlah mazmur memuji nama Tuhan,
memuji nama Tuhan."
KJ_133	Hai Bintang Timur	KJ	Kidung Jemaat	"Hai bintang Timur, terbitlah kembali dalam semarak
cahaya terang, sama dengan kau pernah menyinari
orang Majusi di malam kelam.

Mari, tunjukkan tempat Yesus lahir! Sungguhkah Dia
di kandang rendah? Bayi lembut di palungan terbaring,
langit dan bumi KerajaanNya.

Kami berlutut bersama Majusi: bagiMu, Tuhan,
Pujian syukur! T'rimalah hati yang Kaubuat suci
Bagai pengganti menyan, mas dan mur."
KJ_134	Yerusalem, O Kota Daud	KJ	Kidung Jemaat	"Yerusalem, o kota Daud, betapa kau berubah!
Mengapakah tak lagi kau menjunjung citra sorga?
Majusi datang padamu mencari Putra Damai;
Engkau gelisah terkejut, tak sadar Ia sampai.

Yerusalem, mengapakah kausangkal maksud Tuhan?
Di manakah sejahtera yang harus kauwujudkan?
Serupa dulu sang Firaun membunuh anak-anak,
Herodes pun di takhta Daud telah berbuat jahat.

O Betlehem di Efrata, tempat mesias lahir,
mestinya kau bahagia sebab Rajamu hadir.
Tetapi duka dan gentar mengganti damai itu:
Di mana-mana terdengar ratapan ibu-ibu.

O Betlehem, pusaka Daud, anakmu kaukuburkan,
tetapi di Mesir nunjauh Yang Satu diluputkan.
Serupa Musa yang kecil dijaga oleh Miryam,
Sang Bayi Yesus di Mesir tentram dengan Maria.

Yerusalem dan Betlehem, tempatmu tidak aman;
seluruh bumi, kau telah sesat sepanjang zaman.
Manusia, bertobatlah, tinggalkan kejahatan,
Sebab dengan sejahtera Mesias sudah datang!"
KJ_135	Bukan oleh Raja Roma	KJ	Kidung Jemaat	"Bukan oleh raja Roma, bukan oleh si  Herodes,
bukan oleh ahli Kitab, bukan oleh si Farisi
manusia dis'lamatkan, manusia ditebus,
tapi oleh Kanak-kanak yang terbaring di palungan.

Bukan oleh yang terdidik, bukan oleh orang pandai,
bukan oleh para ahli yang empunya ilmu tinggi
manusia dis'lamatkan manusia ditebus:
oleh Anak tukang kayu, Anak Yusuf dan Maria.

Bukan oleh orang kaya yang tempatnya di istana,
bukan oleh penguasa yang memiliki tentara
manusia dis'lamatkan, manusia ditebus:
oleh Orang yang terhukum, mati pada kayu salib."
KJ_136	Sebelum Semua Jadi	KJ	Kidung Jemaat	"Sebelum semua jadi ada Firman Mulia;
Dia Alfa dan Omega, citra Allah BapaNya.
Dia itu Yang Pertama, pun Yang Akhir
Dialah selamanya dan abadi.

Oleh Firman diciptakan yang mengisi semesta:
langit, bumi dan samud'ra beserta penghuninya.
Oleh Dia, untuk Dia terbentuk semuanya
selamanya dan abadi.

Ia ambil rupa insan, rupa Adam yang fana,
menderita sampai mati menebus manusia,
agar kita tak binasa, tapi hidup olehNya
selamanya dan abadi.

Ia pun telah dikandung dari pada Roh Kudus
dan perawan terberkati melahirkan penebus.
Tampak wujud Jurus'lamat di wajahNya yang kudus
selamanya dan abadi.

Puji, hai malaikat sorga, puji Raja semesta!
Penguasa duniawi, puji Allah Yang Esa!
Biarlah segala lidah mengagungkan Tuhannya
selamanya dan abadi.

Janji pada masa lampau dalam Dia t'lah genap.
Dialah yang disyairkan di halaman Alkitab.
Sudah datang Jurus'lamat; puji syukur menggegap
selamanya dan abadi.

Maha Hakim  orang mati, Raja orang hidup pun,
Kau di takhta Allah Bapa mengalahkan lawanMu.
Unsur jahat Kauenyahkan dalam penghakimanMu
selamanya dan abadi.

Biar kami, tua-muda, umatMu, kecil-besar,
bersyukur memuji Dikau, Raja adil dan benar:
biar madah orang s'lamat silih-ganti terdengar
selamanya dan abadi.

KepadaMu, Yesus Kristus, dan kepada BapaMu
dan kepada Roh Penghibur layak diberi syukur,
puji, hormat dan kuasa dalam KerajaanMu
selamanya dan abadi."
KJ_137	Dari Terbitnya Surya T'rang	KJ	Kidung Jemaat	"Dari terbitnya surya t'rang sampai dibarat terbenam
Sang Kristus dimuliakanlah, yang dilahirkan Maria.

Maha Pencipta dunia menjadi hamba terendah
dan menebus manusia dari bencana dosanya.

T'lah lahir Sang Imanuel yang diwartakan Gabriel;
Yohanes mengelukanNya dalam kandungan bundanya.

Walaupun Raja semesta, palungan tak ditolakNya;
Yang menghidupi burung pun, kini menyusu tersenyum.

Biduan sorga mulia memuji Allah, BapaNya,
dan kaum gembala mendengar tentang Gembala yang Besar.

Orang Majusi dari jauh melihat bintang Putra Daud,
pergi memandang T'rang Baka, mempersembahkan hartanya.

Herodes, kau mengapakah cemas menyambut datangNya
yang sungguh tidak akan mau berkuasa seperti engkau?

Ratapan ibu terdengar di pembunuhan yang besar
oleh Herodes yang kejam terhadap tunas Betlehem.

Para sarjana Alkitab menguji Dia yang berhak
bermukim s'lama-lamanya di dalam rumah BapaNya.

Berdiri, putih cemerlang, Sang Anakdomba di Yordan:
pertanda kerelaanNya menghapus dosa dunia.

Air jadi anggur yang terbaik mukjizat kuasaNya ajaib:
yang kosong dipenuhiNya dengan berkat karunia!"
KJ_138	Yesus T'lah Datang	KJ	Kidung Jemaat	"Yesus t'lah datang memb'ri sukacita;
Alfa, Omega dan Firman kekal. Allah sejati dan Maha Pencipta
Bagai manusia kita kenal! Sorga dan bumi, siarkan berita:
Yesus t'lah datang memb'ri sukacita!

Yesus t'lah datang! Terputus ikatan
yang dalam dosa dan maut menjerat! Rantai diganti dengan kelepasan
dari kungkungan kuasa gelap. Habislah duka, lenyap kecemasan:
Yesus t'lah datang! Terputus ikatan!

Yesus t'lah datang dengan berkuasa;
Ia mendobrak penjara teguh! Benteng neraka pun porak poranda,
Jalan merdeka terbuka penuh! Sudahkah kini, hai Iblis, kaurasa?
Yesus t'lah datang dengan berkuasa!

Yesus t'lah datang, Pahlawan mulia;
puji kuasaNya, seg'nap mahlukNya! Juruselamatmu hanyalah Dia;
pintu hatimu bukakan seg'ra! Lihat, mahkotamu sudah sedia;
Yesus t'lah datang, Pahlawan mulia!"
KJ_139	T'rang Bintang Fajar Berseri	KJ	Kidung Jemaat	"T'rang Bintang Fajar berseri, cerminan sorga memberi karunia, kebenaran.
Ya Anak Daud, Rajaku, Engkau Pengantin umatMu; hatiku Kau besarkan!
Mahamurah dan mulia, Kau sedia melimpahkan sukacita pengharapan.

Engkaulah mutiaraku, Putra mahkota BapaMu, Pangeran Mahamulia!
Kau bunga bakung hatiku; betapa harum InjilMu, lipuran yang sempurna!
Hosiana! Kau dandanan dan santapan yang sorgawi: Kau sertaku tiap hari!

Pancarkanlah di batinku cahaya sinar kasihMu, Permata yang abadi!
Ya Pokok-anggur yang benar, buatlah rantingMu segar berbuah yang sejati!
Kaulah Nyala pengasihan, kebajikan dalam hati: rindu lama Kauobati!

WajahMu mencerminkan t'rus pribadi Allah yang kudus penuh kemurahanNya.
Ya Yesus, b'rilah sabdaMu dan Roh KudusMu yang teguh sertaku selamanya!
Lihat, ingat akan daku dan Kauhapus air mataku: t'rima aku di mejaMu!

Ya Bapa mahamulia, sebelum ada dunia telah Kaupilih aku.
Di dalam Putra TunggalMu Kau menerima diriku: padaNya 'ku terpadu.
Haleluya! Hidup sorga yang sempurna diberiNya: sukacita tak terhingga!

Pujianmu, hai dunia, dengan musik iringilah demi PerjamuanNya!
Muliakanlah Sang Mempelai di singgasana yang permai; bersuka, hai umatNya!
Nyanyi, tari bergiliran, bergembira puji Tuhan, Maharaja Keagungan!

Alangkah riang hatiku, sebab 'ku jadi milikMu, ya Alfa dan Omega!
Yang Awal dan Yang Akhir Kau dan Pohon Hidup di firdaus, Engkau harapan g'reja!
Amin, amin, Kurindukan Dikau, Tuhan; 'ku berkata: oleh Rohmu:""Maranata!"""
KJ_140	O Yesus Kristus, T'rang Baka	KJ	Kidung Jemaat	"O Yesus Kristus, T'rang baka, dunia gelap sinarilah;
tuntun yang susah dan lesu masuk ke kandang dombaMu.

Yang tersesat suluhilah dengan terang anugerah;
halau godaan penyemu dengan terang cahayaMu.

Domba yang hilang carilah, sembuhkan luka hatinya
hingga padanya Kauberi damai sorgawi tak henti.

Yang tuli buatlah sembuh 'kan mendengarkan sabdaMu;
yang bisu pun pulihkanlah 'kan mengungkapkan imannya

Yang buta Kaucelikkanlah, yang tercerai satukanlah;
pulangkan yang menjauhiMu, yang ragu buatlah teguh.

Maka bersatu-padulah sekarang dan selamanya
kami memujiMu terus dalam terangMu yang kudus."
KJ_141	Yesus, Tuhan, Engkaulah Mesias	KJ	Kidung Jemaat	"Yesus, Tuhan, Engkaulah Mesias, diurapi dengan Roh Ilahi,
Kaulah Nabi, Imam, Raja kami, Putra Allah, sempurna dan Ikhlas.

Kau setara dengan Allah Bapa, Takhta sorga Kekal Kaumiliki,
rela turun ke dunia ini, Kau menjadi rendah bagai hamba.

Dalam Yordan Engkau dibaptiskan menggenapkan amanat BapaMu;
sampai mati setia dan patuh bagi kami Engkau disalibkan.

Kau terima  baptisan Yohanes. Agar kami selamat abadi,
terbenamlah Engkau bagi kami yang ke dalam tubuhMu dibaptis.

Dari maut Engkau dibangkitkan, mahaagung namaMu, ya Tuhan;
dalam Dikau kekal ditemukan hidup baru penuh kesucian."
KJ_142	Jurang di Hati Lekas Timbuni	KJ	Kidung Jemaat	"Jurang di hati lekas timbuni, gunung dosamu ratapkanlah!
Siapkanlah jalan di gurun sunyi: Allahmu datang segera!

Suara Yohanes pun berkumandang: ""Orang berdosa bertobatlah!
Kamu kubaptis di dalam Yordan, dosamu diampunilah!""

Ingatlah, Yesus telah berfirman: ""Air dan Rohlah yang kau perlu,
agar kembali kau dilahirkan dan Allah menerimamu!""

Siap di tangan melati putih, suling dan tifa bunyikanlah!
Dalam pelataran orang suci sambutlah Raja mulia!"
KJ_143	Lihat Anak domba Allah	KJ	Kidung Jemaat	"Lihat Anakdomba Allah; lihatlah, lihatlah.
Yang menghapus dosa dunia, dosaku, dosamu.

Kuberi kesaksianku; dengarlah, t'rimalah!
Ia ini Anak Allah, Putera mulia."
KJ_144A	Suara Yesus Kudengar	KJ	Kidung Jemaat	"Suara Yesus kudengar, ""Hai, mari yang penat,
serahkanlah kepadaKu bebanmu yang berat.""
Kepada Yesus Tuhanku, 'ku datang berserah;
Jiwaku yang letih lesu dibuatNya lega.

Suara Yesus kudengar, ""Yang haus, datanglah,
dan air hidup Kuberi, hai mari minumlah.""
Kepada Yesus, Tuhanku, 'ku datang berserah;
Kudapat Air Alhayat dan hidup dalamNya.

Suara Yesus kudengar, ""Akulah Sang Terang.
Lihatlah sinar wajahKu: harimu cemerlang.""
'Ku datang pada Tuhanku, Mentari mulia;
seluruh jalan hidupku cerah bahagia."
KJ_144B	Suara Yesus Kudengar	KJ	Kidung Jemaat	"Suara Yesus kudengar, ""Hai, mari yang penat,
serahkanlah kepadaKu bebanmu yang berat.""
Kepada Yesus Tuhanku, 'ku datang berserah;
Jiwaku yang letih lesu dibuatNya lega.

Suara Yesus kudengar, ""Yang haus datanglah.
Dan air hidup kuberi, hai mari minumlah.""
Kepada Yesus Tuhanku, 'ku datang berserah;
Ku dapat air Alhayat, dan hidup dalamNya.

Suara Yesus kudengar, ""Akulah Sang Terang.
Lihatlah sinar wajahKu: harimu cemerlang.""
'Ku datang pada Tuhanku, Mentari mulia;
seluruh jalan hidupku cerah bahagia."
KJ_145	Mari, Tuturkan Kembali	KJ	Kidung Jemaat	"Mari tuturkan kembali kisah yang indah benar,
warta berharga sekali, Yesus pahlawan besar.
Bahwa di malam lahirNya malak menyanyi merdu:
""Hormat dib'ri bagi Allah; dunia beroleh restu.""

Mari tuturkan kembali kisah yang indah benar,
warta berharga sekali, Yesus Pahlawan besar.

Waktu Almasih puasa di padang tandus gersang,
untuk dosaku digoda, tapi akhirnya menang.
Mari tuturkan derita dan sengsaraNya pedih;
Untuk manusia yang hina Ia disiksa perih.

Tuhan dipaku di salib, tubuh memar didera,
matiNya nista dan aib, lalu dikubur seg'ra.
Warta gembira sekali: ""Kubur tak dapat menang;
Tuhan t'lah hidup kembali!"" Kita beroleh senang."
KJ_146A	Hai Kamu Sekalian yang Berdahaga	KJ	Kidung Jemaat	"Hai kamu sekalian yang berdahaga,
hai datang kemari dan minumlah air;
dan biar padamu wang perak tiada,
silakan, belilah makanan ajaib:
air anggur, air susu, tak usah kaubayar.
Telah tersedia Perjamuan Raya!"
KJ_146B	Hai Kamu Sekalian yang Berdahaga	KJ	Kidung Jemaat	"Hai kamu sekalian yang berdahaga,
hai datang kemari dan minumlah air;
dan biar padamu wang perak tiada,
silakan, belilah makanan ajaib:
air anggur, air susu, tak usah kaubayar.
Telah tersedia Perjamuan Raya!

Mengapa upahmu dan hasil jerihmu
kaubuang terus untuk barang fana?
Dengarkanlah Aku, besarkan hatimu:
di sini kau dapat santapan baka.
Kecaplah dan lihatlah seraya dijamu,
betapa besar kebajikan Tuhanmu!

Pasanglah telinga dandatang padaKu,
hai kamu sekalian yang berlelah;
tanggalkan bebanmu, sehingga jiwamu
menjadi tenang dan hatimu lega.
Yang lapar dan haus merindukan Daku,
Kusambut di Meja Perjanjian Baru!"
KJ_147	Petugas di Pabean	KJ	Kidung Jemaat	"Petugas di pabean, si Lewi namanya,
dipanggil oleh Tuhan, t'rus bangkit ikut p'rintahNya.

Sesudah Lewi tobat; syukur diucapnya
dan Yesus serta sobat diundang ke jamuannya.

Farisi jadi bingung; katanya, ""tak benar:
mengapa makan-minum bersama orang yang cemar?""

Bersabda Tuhan Yesus, ""Ku masuk dunia
supaya Kubebaskan mereka yang penuh cela."""
KJ_148	Tatkala Hari pun Senja	KJ	Kidung Jemaat	"Tatkala hati pun senja, yang sakit datang kepadaMu,
dirundung duka dan keluh; pulang dengan sejahtera.

Senja sekarang ini pun, terkumpul kami yang penat;
dalam iman Engkau dekat, walau tak nyata wujudMu.

O Tuhan Jesus, tolonglah yang sakit maupun yang sedih;
ada yang kandas dan sepi, ada yang hilang kasihnya.

Yang satu budak dunia, yang lain kurang beriman;
ada yang hampir tenggelam: hanya Engkau Penolongnya.

Yang anggap dunia semu, tetap mengharap yang fana;
yang ditinggalkan kawannnya, belum mencari kasihMu.

Berdosalah semuanya tiada yang tent'ram penuh,
bahkan yang paling saleh pun justru merasa bercela.

O Yesus, juga kau telah menanggung siksa dan keluh;
oleh tindakan kasihMu tubuh dan roh obatilah!"
KJ_149	Sang Maha Tabib T'lah Dekat	KJ	Kidung Jemaat	"Sang Maha Tabib t'lah dekat, ya itu Tuhan Yesus.
Wahai yang sakit dan penat, dengarlah suara Yesus!

Baik di dunia yang fana, baik di sorga yang baka,
Yang terindah s'lamanya nama Tuhan Yesus.

DiampuniNya dosamu; dengarlah suara Yesus.
Menuju sorga jalanmu bersama Tuhan Yesus.

Segala puji bagiNya, telah 'ku ikut Yesus.
OlehNya aku s'lamatlah; kucinta Tuhan Yesus.

Di kancah dosa dan gentar harapku hanya Yesus.
Senang hatiku mendengar mujizat nama Yesus."
KJ_150	Tiap Hari Bergembira	KJ	Kidung Jemaat	"Tiap hari bergembira 'ku membaca Alkitab:
Jurus'lamat yang setia jadi Kawanku tetap!

Anak-anak diberkati dan dirangkul olehNya;
Kerajaan yang sorgawi nyata dalam dunia.

Orang sakit disembuhkan orang miskin pun lega,
disebut saudara Tuhan kar'na kasih sayangNya.

Bahkan orang yang berdosa diterima Tuhanku,
dan mereka yang bertobat diampuniNya penuh.

Tuhan Yesuslah Gembala yang menuntun dombaNya
masuk Kerajaan Allah yang penuh karunia.

'Ku membaca tiap hari dalam Kitab yang kudus
dan semakin kusadari pengasihan Penebus."
KJ_151	Ada Seorang Gembala	KJ	Kidung Jemaat	"Ada seorang gembala punya seratus domba
yang sungguh-sungguh disayangi dan tiap kali dihitung,
satu demi satu berurut sampai seratus kali.

Pada suatu ketika hilanglah satu domba:
Ia sedih serta menangis. Domba dihitung kembali,
Satu demi satu berurut: Kuranglah satu lagi!

Domba yang hilang dicari, lainnya ditinggal menanti:
akhirnya ditemukan lagi. Giranglah ia menghitung,
satu demi satu berurut sampai seratus kali!

Bapa yang ada di sorga, Ia Gembala juga
bagi semua manusia. Kita pun sangat dicinta,
satu demi satu dihitung satupun jangan hilang!"
KJ_152	"Yesus Katakan, ""Akulah"""	KJ	Kidung Jemaat	"Yesus katakan, ""Akulah Jalan, Kebenaran, Hidup
abadi dan kekal, Pohon kes'lamatan.""

Akulah Jalan yang esa, yang menuju Bapa,
Kub'ri hidupKu di salib menebus dunia.

Yesus, kusambut sabdaMu; t'rimalah pujian
dan doa syukur dariku bagai persembahan."
KJ_153	Dengarlah Kata Yesus	KJ	Kidung Jemaat	"Dengarlah kata Yesus, ""Akulah Roti hidup.
Barangsiapa datang kepadaKu tidak akan lapar lagi.""

Dengarlah kata Yesus, ""Kuberikan air hidup.
Barang-siapa datang kepadaKu tidak akan haus lagi."""
KJ_154	Biarlah Semua Anak	KJ	Kidung Jemaat	"Biarlah semua anak datang kepadaKu;
yang kecil pun boleh ikut, janganlah diganggu!
Pintu kerajaanKu sungguh aku buka,
Agar justru yang kecil dapat masuk juga.

Biarlah semua orang datang kepadaKu;
yang besar pun boleh ikut, jangan ragu-ragu!
Asal hatinya rendah bagai anak jua,
Untuk yang dewasa pun pintuKu terbuka."
KJ_155	Yerusalem, Pusaka Daud	KJ	Kidung Jemaat	"Yerusalem, pusaka Daud, betapa kau berubah!
Mengapakah tak lagi kau menjunjung citra sorga?
Mesias datang padamu mencari kebajikan,
Wajahmu dingin membeku dan Dia Kausalibkan.

Yerusalem, mengapakah kausangkal maksud Tuhan?
Dimanakah sejahtera yang harus kauwujudkan?
Di zaman dulu sang Firaun telah berbuat jahat,
Tak ubah kini pun engkau membunuh Jurus'lamat.

Yerusalem, o bundaku, nabi-nabi kaubunuh,
dan yang diutus padamu engkau lempari batu.
Merindu Yesus, Putra Daud, mengumpulkan anakmu;
Engkau ternyata tidak mau, sebab terlalu angkuh.

Yerusalem, Yerusalem, Rajamu sudah datang!
Seorang Anak Betlehem empunya Kerajaan.
TakhtaNya suci dan teguh, damaiNya tak berlalu
Dan Ia menjadikanmu Yerusalem yang baru."
KJ_156	Kita, Anak Adam	KJ	Kidung Jemaat	"Kita, anak Adam, insan bercela, lahir dalam dosa dan akibatnya,
kita kehilangan bahagia firdaus dan menjadi takluk kepada kuasa maut.

Kyrie, eleison, Khriste, eleison, Kyrie, eleison!
Tuhan, kasihanilah! Kristus, kasihilah! Tuhan, kasihanilah!

Walau berusaha sampai berlelah, tidaklah menolong kita yang lemah,
hanya Tuhan Allah yang Mahakurnia, yang dalam kasihNya mengutus PutraNya.

Andaikata Kristus tidak menjelma dalam rupa hamba, masuk dunia,
jika bukan Dia menjadi Penebus, maka kita insan binasalah terus.

Sungguh, kasih Allah sangatlah besar, nyata bagi kita yang t'lah mendengar
bahwa PuteraNya di salib Golgota menghapuskan dosa seluruh dunia.

KepadaMu, Kristus, puji s'lamanya: Kau telah disalib bagi dunia,
Kau kekal bertakhta bersama BapaMu; t'rima kami ini di KerajaanMu!"
KJ_157	Insan, Tangisi Dosamu	KJ	Kidung Jemaat	"Insan, tangisi dosamu! Ingatlah, Kristus menempuh jalan
penuh sengsara dan bagai hamba terendah Ia kosongkan diriNya
menjadi Perantara. Yang mati dihidupkanNya, yang sakit disembuhkanNya,
yang hilang Ia cari, berkurban diri akhirnya, memikul dosa dunia di atas kayu salib.

Syukur, pujian dan sembah kepada Dia angkatlah yang mati bagi kita.
Ikutlah Dia yang menang, pikullah salib dan beban dengan bersukacita!
KasihNya perkenalkanlah dan dalam kuasa namaNya kalahkanlah yang jahat.
Ingat darahNya yang kudus, yang bagi Allah, Bapamu, berharga tinggi amat!"
KJ_158	'Ku Ingin Menghayati	KJ	Kidung Jemaat	"'Ku ingin menghayati sengsara Tuhanku.
Semoga kudapati, ya Yesus, rahmatMu!
Beban kesalahanku membuatku lelah;
Berilah hidup baru, ya Yesus, tolonglah!

O ingat akan daku yang hilang tersesat;
bertimbunlah dosaku yang menekan berat.
JalanMu kulalaikan, hidupku bercela;
Engkau penuh kebaikan, ya Yesus, tolonglah!

Waktu yang Kauberikan terbuang olehku;
tidak kuperhatikan nasihat sabdaMu.
Jiwaku menderita dan berkeluh-kesah;
O Sumber sukacita, ya Yesus, tolonglah!

Kiranya Kausembuhkan hatiku yang sedih,
sudilah menghapuskan dosaku yang keji.
'Ku rindu akan hidup yang suci mulia;
hentikanlah tangisku, ya Yesus, tolonglah!"
KJ_159	Yesus, Mesias Israel	KJ	Kidung Jemaat	"Yesus, Mesias Israel, Yesus, Engkau Imanuel;
Yesus, Harapan dunia, Juruselamat Dikaulah!

Biarlah kami mengerti bahwa telah Engkau beri
damai sentosa yang penuh hanyalah oleh kurbanMu.

Petrus mengaku segera: ""kaulah Mesias mulia!""
tapi menolak ujarMu bahwa sengsara Kautempuh.

Memang di mata dunia kurban di salib tercela,
namun kurbanMu, Penebus, hikmat Ilahi yang kudus.

Ajari kami kasihMu, juga memikul salibMu,
rela bersaksi tak segan bahwa Engkaulah yang menang!

Biar semua mengerti damai kekal yang Kauberi:
Kau Jurus'lamat dunia; Yesus, Kau Raja semesta."
KJ_160	Sang Anak domba yang Kudus	KJ	Kidung Jemaat	"Sang Anakdomba yang kudus memikul dosa dunia,
rela dan sabar menebus hutang besar manusia.
Lihatlah Dia menempuh jalan sengsara dan keluh,
Menurut dan setia. Ia dihina, disesah, mati di salib Golgota,
Berkata: ""Ku sedia.""

Dialah Jurus'lamatku, Kawan yang tak bertara,
Pembawa damai yang penuh, disuruh Allah Bapa:
""Pergilah Kau, hai anakKu, terimalah di pundakMu
akibat dosa dunia; bebaskanlah manusia dari hukuman dan cela:
Engkaulah Penebusnya.""

""Ya Bapa, Aku HambaMu, yang Kau pesan Kutanggung;
sabdaMu niat hatiKu dan maksudMu Kusanjung.""
O kuasa kasih tak terp'ri Yang Mahakuasa memberi
PutraNya yang tercinta! Kasih Ilahi yang kudus,
Ke dalam maut kau tembus: kuasamu tak terhingga!

Sepanjang umur hidupku kuingat Dikau, Tuhan;
ya Yesus, di rangkulanMu hatiku Kausembuhkan.
Dalam gelap Engkau Terang, di malam duka Kau Teman
Yang menabahkan hati. Inilah yang menghiburku,
Bahwa 'ku jadi milikMu baik hidup maupun mati.

Kau, Anakdomba yang lembut, kupuji siang-malam
dan diriku dengan syukur padaMu kuserahkan.
Biarlah daya hidupku melimpah-ruah bagiMu
Mengungkap t'rimakasih, hingga pahala karyaMu
Yang Kauperoleh bagiku kuingat tiap hari.

Hendak kuminum cawanMu dalam KerajaanMu;
darahMu kemegahanku dan pembersih jubahku.
Mahkota hidup yang baka akan kupakai menyembah
menghadap takhta Bapa. Kaulah kekal Pengantinku:
tak bercela di sisiMu 'ku masuk rumah Allah."
KJ_161	Segala Kemuliaan	KJ	Kidung Jemaat	"Segala kemuliaan bagiMu, Penebus!
Pun suara anak-anak memuji Dikau t'rus.
""Hosana, Raja kami! Hosana, Anak Daud!
Utusan Tuhan Allah, mubaraklah Engkau!""

Segala kemuliaan bagiMu, Penebus!
Pun suara anak-anak memuji Dikau t'rus.
Malaikat dalam sorga memuji namaMu;
Segala yang tercipta menyambut kuasaMu.

Segala kemuliaan bagiMu, Penebus!
Pun suara anak-anak memuji Dikau t'rus.
Kaum Israel dahulu menghias jalanMu;
Pun kami mengelukan namaMu yang kudus.

Segala kemuliaan bagiMu, Penebus!
Pun suara anak-anak memuji Dikau t'rus.
Seb'lum Engkau sengsara, pujian bergema;
Sekarang kami puji Kau dalam t'rang baka.

Segala kemuliaan bagiMu, Penebus!
Pun suara anak-anak memuji Dikau t'rus.
Dahulu dan sekarang Engkau terpujilah,
Ya Raja Mahamurah, Pemb'ri anugerah."
