segmentId	songId	label	text	order
LSEB_278_s3	LSEB_278	Bait 3	Bila ku tiba di surga, Yang kekal bahagia \nK'lak kupandang wajah Bapa, Dalam k'rajaan-Nya.	
LSEB_278_s4	LSEB_278	Bait 4	Hatiku bersukacita, T'lah tinggalkan dunia \nWalau ombak Yordan dan mend'ru, Takkan gentar aku.	
LSEB_279_s0	LSEB_279	Bait 1	Kita sudah mendengar, Kristus t'lah s'lamatkan \nMashyurkan kebenaran, Kristus t'lah s'lamatkan \nKabarkan kelepasan, Kepada semua bangsa \nItulah firman Tuhan, Kristus t'lah s'lamatkan	
LSEB_279_s1	LSEB_279	Bait 2	G'lombang laut memasyhurkan, Kristus t'lah s'lamatkan \nSemua orang berdosa, Kristus t'lah s'lamatkan \nPulau-pulau nyanyilah, Samud'ra gelorakan \nBumi pun memujikan, Kristus t'lah s'lamatkan	
LSEB_279_s2	LSEB_279	Bait 3	Dengan nyaring serukan, Kristus t'lah s'lamatkan \nTuhan b'rikan rahmat-Nya, Kristus t'lah s'lamatkan \nNyanyi puji pada-Nya, Kar'na karunia-Nya \nHidup kekal di surga, Kristus t'lah s'lamatkan	
LSEB_279_s3	LSEB_279	Bait 4	Dalam topan serukan, Kristus t'lah s'lamatkan \nS'gala bangsa sorakkan, Kristus t'lah s'lamatkan \nHai umat puji Dia, Kabarkan pengharapan \nMasyhurkan Injil Tuhan, Kristus t'lah s'lamatkan	
LSEB_280_s0	LSEB_280	Bait 1	Muliakan Allah, Agung karya-Nya \nKar'na kasih-Nya dib'rikan Putra-Nya \nKorbankan nyawa-Nya bagi manusia \nGerbang kes'lamatan terbuka sudah	
LSEB_280_s1	LSEB_280	Chorus	Puji Dia, Pujia Dia, Dengarlah suara-Nya \nPuji Dia, Puji Dia, Mari bersoraklah \nDatang pada Bapa oleh Putra-Nya \nMuliakan Allah, besar kuasa-Nya	
LSEB_280_s2	LSEB_280	Bait 2	O sungguh sempurna jasa darah-Nya \nBagi yang percaya pada janji-Nya \nOrang yang berdosa yang mau percaya \nYesus memb'ri pengampunan pada-Nya.	
LSEB_280_s3	LSEB_280	Bait 3	Agunglah hikmat-Nya, agung karya-Nya \nBesar sukacita Kar'na Putra-Nya \nNamun lebih mulia dari semuanya \nBila k'lak kita memandang wajah-Nya.	
LSEB_281_s0	LSEB_281	Bait 1	Bila pandang salib Yesus \nKurenungkan kematian-Nya \nSemua harta dunia ini, \nKuyakini tak berguna	
LSEB_281_s1	LSEB_281	Bait 2	Dari rusuk dan dahi-Nya \nMenitik kasih dan duka \nPernahkah terdapat kasih \nS'perti kasih Yesus Tuhan	
LSEB_281_s2	LSEB_281	Bait 3	Aku megahkan diriku \nHanya dalam salib Tuhan \nDarah-Nya yang suci itu \nS'gala dosa dihapuskan	
LSEB_281_s3	LSEB_281	Bait 4	Bila s'luruh harta dunia \nAkan menjadi milikku \nSemua tak ada artinya \nDibandingkan kasih Tuhan	
LSEB_282_s0	LSEB_282	Bait 1	Hai s'kalian orang yang mengasihi Tuhan \nMari bersama memuji, Mari bersama memuji \nKe hadirat Tuhan, Ke hadirat Tuhan	
LSEB_282_s1	LSEB_282	Chorus	Berjalan ke Sion, Kota Sion yang terindah \nMari berjalan ke Sion, Kota Allah yang termulia	
LSEB_282_s2	LSEB_282	Bait 2	Susahlah hatinya yang tak kenal Tuhan \nTetapi bagi umat-Nya, Tetapi bagi umat-Nya \nBersukacitalah, Bersukacitalah.	
LSEB_282_s3	LSEB_282	Bait 3	Seb'lum kita tiba di neg'ri t'rang itu \nBeribu padang yang indah, Beribu padang yang indah \nYang kita jalani, Yang kita jalani.	
LSEB_282_s4	LSEB_282	Bait 4	Mari berjalanlah ke neg'ri yang indah \nSapulah air matamu, Sapulah air matamu \nBersorak-soraklah, Bersorak-soraklah.	
LSEB_283_s0	LSEB_283	Bait 1	Siapa yang mendengar serukanlah \nKabar kes'lamatan ke s'luruh dunia \nMasyhurkanlah s'karang kabar mulia \n“Marilah siapa yang mau”	
LSEB_283_s1	LSEB_283	Chorus	Marilah yang mau, Marilah yang mau \nKabar s'lamat ini b'rilah orang ta'u \nAllah, Bapa kita 'kan jemput engkau \nMarilah siapa yang mau	
LSEB_283_s2	LSEB_283	Bait 2	Siapa yang bersedia, datang lekas \nPintu b'lum tertutup masuklah bebas \nHanya Tuhan Yesus dapat s'lamatkan \nMarilah siapa yang mau.	
LSEB_283_s3	LSEB_283	Bait 3	Siapa bersedia! Teguh janji-Nya \nSiapa bersedia!, Tahan selamanya \nSiapa bersedia, s'lamat dib'ri Tuhan \nMarilah siapa yang mau.	
LSEB_284_s0	LSEB_284	Bait 1	Eden taman yang terindah \nAlammu pun teduh \nPada hati yang berduka \nB'ri penghiburan-Mu	
LSEB_284_s1	LSEB_284	Chorus	Eden taman yang terindah, Tempat damai teduh \nDi dalam sengsara di dunia, Kurindu perhentian-Mu	
LSEB_284_s2	LSEB_284	Bait 2	Dalam hati yang berkeluh \nTerbit sukacita \nKar'na dengan lagu merdu \nDari surga mulia.	
LSEB_284_s3	LSEB_284	Bait 3	Sana rumah Jurus'lamat \nDan umat tebusan \nSemua yang beroleh s'lamat \nMemujikan Tuhan.	
LSEB_285_s0	LSEB_285	Bait 1	Kudengar lagu yang merdu \nBiduan surga yang syahdu \nSenantiasa kunyanyikan \nDamai anug'rah Tuhan	
LSEB_285_s1	LSEB_285	Chorus	Damai, damai, damai anug'rah Tuhan \nOh, damai ajaib dan permai \nDamai anug'rah Tuhan	
LSEB_285_s2	LSEB_285	Bait 2	Damai oleh salib Yesus \nDamai oleh tebusan-Nya \nTak ada lain alasannya \nDamai anug'rah Tuhan.	
LSEB_285_s3	LSEB_285	Bait 3	Bila Yesus nanti datang \nHatiku p'nuh sukacita \nBerkat-Nya berlimpah-limpah \nDamai anug'rah Tuhan.	
LSEB_285_s4	LSEB_285	Bait 4	Aku tinggal dalam Tuhan \nDi sisi-Nya ada damai \nDamai perhentian yang indah \nDamai anug'rah Tuhan.	
LSEB_286_s0	LSEB_286	Bait 1	Bila Yesus akan mengumpulkan \nS'gala bangsa di depan-Nya \nBagaimana kita akan tahan \nDi depan pengadilan-Nya'	
LSEB_286_s1	LSEB_286	Chorus	Dia akan kumpulkan gandum-Nya \nDan sekam akan dibuang-Nya \nBagaimana kita akan tahan \nDi depan pengadilan-Nya	
LSEB_286_s2	LSEB_286	Bait 2	Kita akan mendengar suara-Nya \n“Engkau hamba yang setia” \nAtau gemetar di hadapan-Nya \nKar'na ditolak oleh-Nya.	
LSEB_286_s3	LSEB_286	Bait 3	Kuatkan dan tetapkan hatimu \nTeguh menuju ke surga \nBila tiba nanti waktu itu \nKita k'lak bersuka-suka.	
LSEB_287_s0	LSEB_287	Bait 1	Satu saja kuingini, Daripada-Mu ya Tuhan \nBaik oleh air, pun Roh Suci, Kumohon Tuhan sucikan	
LSEB_287_s1	LSEB_287	Chorus	Oh, Tuhan sucikan aku \nOleh kuasa Roh Allah \nKiranya kesalahanku \nEngkau hapuskan ya, Bapa	
LSEB_287_s2	LSEB_287	Bait 2	Kupercaya akan khayal, Daripada-Mu ya Yesus \nTetapi yang lebih kekal, Ialahhati yang kudus.	
LSEB_287_s3	LSEB_287	Bait 3	Jikalau hatiku bersih, Lebih luas pandanganku \nDalam hidup-Mu yang suci, Kulihat akan kasih-Mu.	
LSEB_287_s4	LSEB_287	Bait 4	Meski kujaga jalanku, Dan menahankan pikiran \nSia-sia upayaku, Sucikan aku ya Tuhan.	
LSEB_288_s0	LSEB_288	Bait 1	Aku puji Penebusku, Kasih-Nya ajaib sungguh \nDi salib Dia terpaku, Untuk bebaskan aku	
LSEB_288_s1	LSEB_288	Chorus	Kupuji Jurus'lamat, Darah-Nya menebusku \nDi salib ku diampuni, Kasih-Nya s'lamatkanku	
LSEB_288_s2	LSEB_288	Bait 2	Kuc'ritakan kisah indah, Kusesat dis'lamatkan \nKasih-Nya yang tak terhingga, Hidup_nya dikorbankan.	
LSEB_288_s3	LSEB_288	Bait 3	Aku puji Penebusku, Dan kasih-Nya padaku \nHidup baru dib'rikan-Nya, Serta Tuhan s'lamanya.	
LSEB_289_s0	LSEB_289	Bait 1	B'rani hati kar'na benar \nKerjakan tugasmu dengan tegar \nKabarkan Injil, riang dan sabar \nMalaikat bantu agar tersebar \nMalaikat bantu agar tersebar \nB'rani hati, kar'na benar \nB'rani, kar'na benar	
LSEB_289_s1	LSEB_289	Bait 2	B'rani hati, kar'na benar \nBujukan setan jangan didengar \nBerdiri dengan setulus hati \nSebagai pahlawan b'rani mati \nSebagai pahlawan b'rani mati \nB'rani hati, kar'na benar \nB'rani, kar'na benar	
LSEB_289_s2	LSEB_289	Bait 3	B'rani hati, kar'na benar \nTuhan p'liharakan, jalanlah t'rus \nMajulah ke depan dengan b'rani \nLangkah tetap ke neg'ri yang suci \nLangkah tetap ke neg'ri yang suci \nB'rani hati, kar'na benar \nB'rani kar'na benar	
LSEB_290_s0	LSEB_290	Bait 1	Duduk dekat kaki Yesus, Dan mendengar sabda-Nya \nItulah tempat yang indah, Kumau tetap serta Dia \nDuduk dekat kaki Yesus, Di sana kupandang t'rang \nKasih-Nya yang tak terduga, Rahmat-Nya tak terbilang	
LSEB_290_s1	LSEB_290	Bait 2	Duduk dekat kaki Yesus, Tempat yang berbahagia \nDi sana ku buangkan dosa, Dan mendapat rahmat-Nya \nDuduk dekat kaki Yesus, Di sana kuberdoa \nHiburan, berkat dan kuasa, Tiap hari kut'rima	
LSEB_290_s2	LSEB_290	Bait 3	Dekat di kaki-Mu Tuhan, B'rilah aku berkat-Mu \nTilik aku dengan kasih, Segarkanlah jiwaku \nB'ri padaku Roh-Mu Tuhan, Sucikanlah hatiku \nTolonglah aku bersaksi, Hal Engkau Penebusku	
LSEB_291_s0	LSEB_291	Bait 1	Siapa masuk pintu gerbang, Di surga, di surga? \nDan memandang wajah sang Putra, Engkaukah dia' Akukah dia? \nSiapa yang jalan di jalan mas, Melihat pemandangan indah? \nGembira ria dengan bebas, Engkaukah dia' Akukah dia?	
LSEB_291_s1	LSEB_291	Bait 2	Siapa yang letakkan salib-Nya, Di surga, di surga? \nSerta t'rima mahkota mulia, Engkaukah dia' Akukah dia? \nSiapa yang akan lihat Raja, Lepas dari susah dunia? \nDan bersukacita s'lamanya, Engkaukah dia' Akukah dia?	
LSEB_291_s2	LSEB_291	Bait 3	Siapa ketuk pintu tertutup, Di surga, di surga? \nDan dengar “Ku tak kenal engkau”, Engkaukah dia' Akukah dia? \nSiapa bers'ru, takkan didengar, Minta masuk, takkan dit'rima? \nTak t'rima upah orang benar, Engkaukah dia' Akukah dia?	
LSEB_291_s3	LSEB_291	Bait 4	Siapa nyanyi lagu kem'nangan, Di surga, di surga? \nMelantunkan lagu tebusan, Engkaukah dia' Akukah dia? \nSiapa akan bertemu lagi, Dengan semua kekasihnya? \nTinggal kekal di neg'ri suci, Engkaukah dia' Akukah dia?	
LSEB_292_s0	LSEB_292	Bait 1	Bila laut kehidupanmu berg'lombang \nBila tawar hati dan rasa tak s'nang \nHitung satu-satu s'gala berkatmu \nDan lihatlah kasih Tuhan padamu	
LSEB_292_s1	LSEB_292	Chorus	Hitung satu-satu berkatmu \nYang di'brikan Tuhan tiap waktu \nSatu-satu, hitung berkatmu \nDan lihatlah kasih Tuhan padamu	
LSEB_292_s2	LSEB_292	Bait 2	Apakah b'rat hatimu serta risau \nApakah berat salib di pundakmu? \nHitung berkatmu meski hatimu b'rat \nKau 'kan bergemar dan tak lagi penat.	
LSEB_292_s3	LSEB_292	Bait 3	Bila kamu lihat orang berharta \nIngat, lebih indah harta di surga \nBerkat-berkat yang tak dapat dibeli \nAkan kamu t'rima di neg'ri suci.	
LSEB_292_s4	LSEB_292	Bait 4	Dalam kesusahan dan pencobaan \nIngat, kelepasan Tuhan mau b'rikan \nDan malaikat Tuhan juga menjaga \nS'panjang perjalananmu di dunia.	
LSEB_293_s0	LSEB_293	Bait 1	Perhubungan kita, Dalam kasih Allah \nPersekutuan itulah, Yang bayangkan surga	
LSEB_293_s1	LSEB_293	Bait 2	Di hadapan Bapa, Doa kita naikkan \nDalam segala perkara, Satu perasaan	
LSEB_293_s2	LSEB_293	Bait 3	Susah dan beban b'rat, kita pikul sama \nKar'na kasihan sahabat, Air mata tercurah	
LSEB_293_s3	LSEB_293	Bait 4	Bila kita pisah, Sedihlah rasanya \nTapi kita k'lak bersuka, Berjumpa di surga	
LSEB_294_s0	LSEB_294	Bait 1	Kuyakin Bapa pasti ta'u \nAngin ribut di jalanku \nDihalaukan-Nya awan g'lap \nDan kabut hidupku lenyap \nDan kabut hidupku lenyap	
LSEB_294_s1	LSEB_294	Chorus	Bapa yang ta'u, Angin ribut di jalanku \nBapa yang ta'u, Meneduhkan angin itu	
LSEB_294_s2	LSEB_294	Bait 2	Kuyakin Bapa pasti ta'u \nPenghiburan yang kuperlu \nDengan jamahan kasih-Nya \nJiwaku disembuhkannya \nJiwaku disembuhkannya.	
LSEB_294_s3	LSEB_294	Bait 3	Kuyakin Bapa pasti ta'u \nBetapa lemahnya aku \nTetapi ku dijaga-Nya \nAku dipimpin s'lamanya \nAku dipimpin s'lamanya.	
LSEB_294_s4	LSEB_294	Bait 4	Kuyakin Bapa pasti ta'u \nSaat berakhir hidupku \nDan bila saatnya tiba \nAku terlindung dalam-Nya \nAku terlindung dalam-Nya.	
LSEB_295_s0	LSEB_295	Bait 1	Hai sahabat, hai sahabat, bersatulah dengan erat \nTurut Yesus Jurus'lamat, Hai sahabat, Hai sahabat	
LSEB_295_s1	LSEB_295	Bait 2	Teman-teman, kawan-kawan, Setia pada perjanjian \nTulus dalam perbuatan, Teman-teman, kawan-kawan	
LSEB_295_s2	LSEB_295	Bait 3	Hai pemimpin, hai pemimpin, B'rani hati jangan dingin \nCapailah yang kamu ingin, Hai pemimpin, hai pemimpin	
LSEB_296_s0	LSEB_296	Bait 1	Nama Yesus amat indah, Aku suka nyanyikan-Nya \nNama itu aku sembah, Mulialah nama Yesus	
LSEB_296_s1	LSEB_296	Chorus	Yesus nama yang indah, Yesus indah s'lamanya \nYesus masyhurkan Dia, Puji s'lama-lamanya	
LSEB_296_s2	LSEB_296	Bait 2	Aku suka nama Yesus, Ia menghilangkan duka \nKetakutanku lenyaplah, Kusuka nama Yesus.	
LSEB_296_s3	LSEB_296	Bait 3	Aku puji nama itu, Hatiku dihiburkannya \nDihapusnya air mataku, Tinggikan nama Yesus.	
LSEB_296_s4	LSEB_296	Bait 4	Tak dapat kita katakan, Betapa indah nama-Nya \nKiranya s'gala nyanyian, Memuji nama Yesus.	
LSEB_297_s0	LSEB_297	Bait 1	Ada satu pintu gerbang, Yang s'lamanya terbuka \nCahaya salib nampak t'rang, Nyatakan kasih Allah	
LSEB_297_s1	LSEB_297	Chorus	Apakah pintu rahmat-Nya \nTerbuka juga bagiku \nBagi aku, Terbukakah pintu	
LSEB_297_s2	LSEB_297	Bait 2	Pintu rahmat-Nya terbuka, Bagi semua orang \nKecil, besar, miskin, kaya, Semua Tuhan undang.	
LSEB_297_s3	LSEB_297	Bait 3	Maju dan kalahkan lawan, Dengan kuasa Tuhan \nSelagi pintu terbuka, Carilah harta surga.	
LSEB_297_s4	LSEB_297	Bait 4	Salib kuletakkan nanti, Di seb'rang sungai Yordan \nMahkota emas Tuhan b'ri, Pujilah nama Tuhan.	
LSEB_298_s0	LSEB_298	Bait 1	S'lamat di lengan Yesus, Dan diribaan-Nya \nSana aku sentosa, Dan berbahagia \nDengar malaikat nyanyi, Lagu dari surga \nNama Yesus dipuji, Di atas laut kaca	
LSEB_298_s1	LSEB_298	Chorus	S'lamat di lengan Yesus, Dan diribaan-Nya \nSana aku sentosa, Dan berbahagia	
LSEB_298_s2	LSEB_298	Bait 2	Pada ribaan Tuhan, Aku akan s'lamat \nMeski banyak godaan, Tiadaku terjerat \nLepaslah dari susah, Bebas dari takut \nDari s'gala bahaya, Aku akan luput.	
LSEB_298_s3	LSEB_298	Bait 3	Lindungi aku, Tuhan, Dari kejahatan \nEngkau yang kuharapkan, Engkau Batu Zaman \nBiarlah aku sabar, Sampai Engkau datang \nSampai terbitlah fajar, Di pantai surga t'rang.	
LSEB_299_s0	LSEB_299	Bait 1	Pagi kupandang wajah-Nya \nMalam kutampak rupa-Nya \nDi g'lap kudengar suara-Nya \nDi manapun ku lihat Dia	
LSEB_299_s1	LSEB_299	Bait 2	In the morning I see His face \nIn the evening His form I trace \nIn the darkness His voice I know \nI see Jesus ev'ry where I go	
LSEB_300_s0	LSEB_300	Bait 1	Di surga tempat yang baka \nTiada sakit, penat, susah \nDi sana rumah yang indah \nSiapa yang rindu ke sana'	
LSEB_300_s1	LSEB_300	Chorus	Tunggu, tunggu, jangan bersungut \nTunggu, tunggu, jangan bersungut \nTunggu, tunggu, janganlah bersungut	
LSEB_300_s2	LSEB_300	Bait 2	Meskipun berat bebanmu \nSaat masih di dunia \nBerjalan t'rus, jangan jemu \nMenuju neg'ri yang mulia.	
LSEB_300_s3	LSEB_300	Bait 3	Jikalau jalanmu berduri \nIngat pada duri Tuhan \nJikalau hati rasa pedih \nIngat pedih salib Tuhan.	
LSEB_300_s4	LSEB_300	Bait 4	Maju terus meski penat \nDengan sabar dan berdoa \nPerhentian kekal tlah dekat \nRumahmu indah di surga.	
LSEB_301_s0	LSEB_301	Bait 1	Senang berbakti di sini \nBagaikan di rumah \nKar'na Allah mahakasih \nS'lamatkan semua	
LSEB_301_s1	LSEB_301	Bait 2	Meskipun kita berbeda \nSuku juga bangsa \nKita satu dalam iman \nT'rima berkat Tuhan	
LSEB_302_s0	LSEB_302	Bait 1	Hai lihatlah dari surga datang isyarat \nTuhan kirim bantuannya, kem'nangan dekat.	
LSEB_302_s1	LSEB_302	Chorus	Tetap pertahankan benteng, Yesus p'rintahkan \nKirimlah jawab ke surga, kami bertahan	
LSEB_302_s2	LSEB_302	Bait 2	Hai lihatlah tent'ra musuh, dipimpin setan \nBanyak pahlawan yang jatuh dalam pep'rangan.	
LSEB_302_s3	LSEB_302	Bait 3	Lihatlah panji berkibar, trompet berbunyi \nDalam nama Jurus'lamat, kem'nangan pasti.	
LSEB_302_s4	LSEB_302	Bait 4	Lama dan hebat pep'rangan, bantuan dekatlah \nPanglima Yesus di depan, hai bersoraklah.	
LSEB_303_s0	LSEB_303	Bait 1	Dalam naung-Nya kami s'lamat sejaht'ra \nMeski g'lap malam dan badai timpa \nAku percaya Tuhan mau p'lihara \nAku ditebus jadi umat-Nya	
LSEB_303_s1	LSEB_303	Chorus	Dalam naung-Nya, dalam naung-Nya \nSiapa boleh ceraikan \nJiwaku tinggal dalam naung-Nya \nKekallah kes'lamatan	
LSEB_303_s2	LSEB_303	Bait 2	Dalam duka kuberlindung di naung-Nya \nLalu hatiku menjadi tenang \nSering dunia tak dapat menghiburnya \nPada Tuhan terhibur dan senang.	
LSEB_303_s3	LSEB_303	Bait 3	Dalam naung-Nya indahnya sukacita \nKu terlindung dari pencobaan \nDalam naung-Nya yang jahat tak berkuasa \nDalam Yesus kekal kes'lamatan.	
LSEB_304_s0	LSEB_304	Bait 1	Dengarlah suara Yesus \n“Siapa akan Ku-utus?” \nLadang masak t'lah menunggu \nSiapa yang mau membantu? \nTuhan sudah memanggilmu \nBesarlah pahalamu \nSiapa yang mau b'ri jawaban \n“Utuslah aku, Tuhan”	
LSEB_304_s1	LSEB_304	Bait 2	Tak perlu menyeb'rang lautan \nUntuk cari yang sesat \nBanyak jiwa didekatku \nYang tunggu kabar s'lamat \nBila tak dapat mengajar \nDan tak dapat berkhotbah \nCeritakan kasih Yesus \nYang mati untuk semua	
LSEB_304_s2	LSEB_304	Bait 3	Mungkin kau bukan penjaga \nDi depan pintu gerbang \nTunjukkan jalan ke surga \nMemb'ri hidup yang tenang \nDengan doa dan kemauan \nEngkau dapat lakukan \nDan setia melayani \nTugas yang dib'ri Tuhan	
LSEB_304_s3	LSEB_304	Bait 4	Banyak jiwa hampir mati \nKau yang dipanggil Tuhan \nJanganlah pernah berdalih \n“Tak dapat kulakukan” \nT'rimalah dengan gembira \nKerja yang dib'rikan-Nya \nSeg'ra jawab panggilan-Nya \n“Utuslah aku Tuhan”	
LSEB_305_s0	LSEB_305	Bait 1	Putra Sion kerjakanlah tugasmu \nKabarkanlah, Kristus Terang dunia \nTuhan rindu tidak satu jiwapun \nDi dalam gelap, hilang, binasa	
LSEB_305_s1	LSEB_305	Chorus	B'ritakan Injil, Injil Tuhan \nYang b'ri kelepasan dan kes'lamatan	
LSEB_305_s2	LSEB_305	Bait 2	Kabarkanlah pada segala bangsa \nAllah memb'ri hidup dan kasih-Nya \nKabarkanlah Yesus datang ke dunia \nMati di salib s'lamatkan kita.	
LSEB_305_s3	LSEB_305	Bait 3	Masyhurkanlah kabar kemuliaan-Nya \nGunakanlah hartamu bagi-Nya \nYang bergumul, doakanlah mereka \nDan pahalamu besar di surga.	
LSEB_305_s4	LSEB_305	Bait 4	Putra Sion, Yesus 'kan datang seg'ra \nCeritakan hal penebusan-Nya \nBerdoalah tak ada yang binasa \nKar'na tak pernah dengar Injil-Nya.	
LSEB_306_s0	LSEB_306	Bait 1	Angkat Dia hingga nyata, Pada yang hampir mati \nPada orang yang dahaga, Air hidup diberi \nHati yang rendah dan suci, Tuhan lihat dan t'rima \nOrang buta dalam hati, Dapat lihat darah-Nya	
LSEB_306_s1	LSEB_306	Chorus	Angkat Dia Jurus'lamat, Di hadapan manusia \nCari Dia hingga dapat, Serta tinggalkan dosa	
LSEB_306_s2	LSEB_306	Bait 2	Angkat Dia dan tinggikan, Jurus'lamat dunia \nAgar Dia kelihatan, Pada seg'nap manusia \nBanyaklah orang yang rindu, Akan lihat muka-Nya \nYang berhati dingin dulu, S'karang datang pada-Nya.	
LSEB_306_s3	LSEB_306	Bait 3	Angkat Dia Yang mulia, Putra Allah yang tinggi \nOleh kasih karunia-Nya, Yang berdosa disuci \nKabarkan kematian-Nya, Tuhan berkemurahan \nPada-Nya adalah kuasa, Untuk b'ri kes'lamatan.	
LSEB_306_s4	LSEB_306	Bait 4	Angkat Dia dalam doa, Pujikanlah nama-Nya \nMasyhurkan tebusan Yesus, Yang selamatkan dunia \nYang muda akan bersujud, Yang tua 'kan bertelut \nSembah puji nama Yesus, Tuhan Jurus'lamatmu.	
LSEB_307_s0	LSEB_307	Bait 1	Penjaga bunyikan trompet, Amarkan setiap jiwa \nBarang siapa mendengarnya, Kembali dan bertobat	
LSEB_307_s1	LSEB_307	Chorus	Tiup trompet dan kabarkan, Ke seluruh dunia \nMasyhurkan perintah Tuhan, Bebaskan yang berdosa	
LSEB_307_s2	LSEB_307	Bait 2	Siarkan di bukit, ladang, Pada pagi dan petang \nKabarkan dengan gembira, Kes'lamatan dib'ri-Nya.	
LSEB_307_s3	LSEB_307	Bait 3	Siarkan di jalan raya, Di seluruh dunia \nAgar semua bersedia, Pulang ke rumah Bapa.	
LSEB_307_s4	LSEB_307	Bait 4	Siarkan pada yang penat, Dan yang berbeban berat \nYesus mengundang semua, Untuk datang pada-Nya.	
LSEB_308_s0	LSEB_308	Bait 1	Di neg'ri seb'rang sana, Ladang siap dituai \nBanyak rindu Injil-Nya, Aku mau seg'ra ke sana	
LSEB_308_s1	LSEB_308	Chorus	Biarkan aku pergi, Tuhan memanggil aku \nBiarkan aku pergi, Mohon doakan aku	
LSEB_308_s2	LSEB_308	Bait 2	Terdengar suara Tuhan, Mengapa engkau lambat \nOrang banyak menunggu, 'Tuk dengar kabar s'lamat.	
LSEB_308_s3	LSEB_308	Bait 3	Jauh di seb'rang lautan. Banyak yang t'rus memanggil \nTerbuka kesempatan, Lekas b'ritakan Injil.	
LSEB_308_s4	LSEB_308	Bait 4	Bapa, ibu, anakku, S'lamat tinggal semua \nDi neg'ri yang jauh itu, Bagiku ada kerja.	
LSEB_309_s0	LSEB_309	Bait 1	Betapa merdu suara, Nyanyian malaikat surga \nBetapa s'nang bila tiba, Di surga mulia	
LSEB_309_s1	LSEB_309	Chorus	Di surga, di surga, Oh, betapa senang masuk surga \nDi surga, di surga, Kekal dan mulia, Oh, di surga	
LSEB_309_s2	LSEB_309	Bait 2	Pada pintu mutiara, Selamatlah pengembara \nDan memandang cah'ya indah, Di surga mulia.	
LSEB_309_s3	LSEB_309	Bait 3	Lagu yang merdu terdengar, Penghiburan bagi jiwa \nKita s'lamanya bergemar, Di surga mulia.	
LSEB_309_s4	LSEB_309	Bait 4	Tiada lagi air mata, Bersukacita s'lamanya \nKita akan sembah Allah, Di surga mulia.	
LSEB_309_s5	LSEB_309	Bait 5	Penebus, Raja yang mulia, Kristus, Cahaya yang terindah \nMari puji Anak Domba, Di surga mulia.	
LSEB_310_s0	LSEB_310	Bait 1	Tariklah aku ya Bapaku, Dekat kepada-Mu \nLebih dekat dalam kasih-Mu, Di tempat yang teduh	
LSEB_310_s1	LSEB_310	Chorus	Tarik, Tariklah aku, Lebih dekat pada-Mu \nLebih dekat, Tariklah aku	
LSEB_310_s2	LSEB_310	Bait 2	Tariklah aku ya Penebus, Dekat kepada-Mu \nPeganganmu jangan terputus, Jalanku pun tentu.	
LSEB_310_s3	LSEB_310	Bait 3	Tariklah aku ya Roh Suci, Dekat kepada-Mu \nBasuhkan aku putih bersih, Sucikan jiwaku.	
LSEB_311_s0	LSEB_311	Bait 1	Aku mengasihi Tuhan, Lebih dari Dunia \nKar'na Ia telah b'rikan, Damai sejaht'ra	
LSEB_311_s1	LSEB_311	Chorus	Separuh b'lum dikabarkan, Hal kasihnya Tuhan \nSeparuh b'lum dikabarkan, Hal darah-Nya Tuhan	
LSEB_311_s2	LSEB_311	Bait 2	Ku ta'u Tuhan lebih dekat, Dari teman dunia \nKasih-Nya bagi yang penat, Lebih baik dan indah.	
LSEB_311_s3	LSEB_311	Bait 3	Tuhan t'lah b'ri sukacita, Kepada jiwaku \nJika tiada kasih Allah, Aku resah s'lalu.	
LSEB_311_s4	LSEB_311	Bait 4	Ya Yesusku yang setia, Sertailah aku \nHingga kutiba di surga, Tinggal di rumah-Mu.	
LSEB_312_s0	LSEB_312	Bait 1	Kubersuka sebab Bapa kita \nDalam Alkitab nyata kasih-Nya \nKebenaran terdapat di situ \nDan hal Yesus yang mengasihiku	
LSEB_312_s1	LSEB_312	Chorus	Kubersuka s'bab Yesus kasih \nKasih aku, kasih aku \nKubersuka s'bab Yesus kasih \nKasih kepadaku	
LSEB_312_s2	LSEB_312	Bait 2	Meski kulupa Yesus dekat \nDan tetap mengasihiku hangat \nKembali pada Tuhan kurindu \nKar'na ingat Dia mengasihiku.	
LSEB_312_s3	LSEB_312	Bait 3	Jikalau kudapat menyanyikan \nSatu nyanyian memuji Tuhan \nTentu ini jadi nyanyianku \nOh ajaib Yesus mengasihiku.	
LSEB_313_s0	LSEB_313	Bait 1	Aku mau Yesus sertaku, Kutakut sendirian \nBila Tuhan dekat aku, Tangan-Nya melindungkan	
LSEB_313_s1	LSEB_313	Chorus	Aku tak akan takut, Kar'na Yesus menjaga \nKupergi dan tak bersungut, Dan kuikut jejak-Nya	
LSEB_313_s2	LSEB_313	Bait 2	Aku mau Yesus sertaku, Karena lemah aku \nSuara-Nya menghibur aku , Dan menuntun jejakku.	
LSEB_313_s3	LSEB_313	Bait 3	Aku mau Yesus sertaku, S'lama aku di dunia \nIa memberkati aku, Dengan kasih karunia.	
LSEB_313_s4	LSEB_313	Bait 4	Aku mau Yesus sertaku, Ia b'ri kekuatan \nIa yang memimpin aku, Sampai tiba Kanaan.	
LSEB_314_s0	LSEB_314	Bait 1	Dalam sibuk kehidupan Dalam beban kesedihan \nDan bisingnya kegaduhan, Terdengfar suara-Mu Tuhan	
