segmentId	songId	label	text	order
LSEB_133_s1	LSEB_133	Bait 2	Nobatkan Yesus Penebus, Dialah yang telah menang \nDi atas tahta yang kudus, Lonceng surga berbunyi, \nRajakan Dia, Rajakan Dia, Rajakan Dia, \nPakaikan mahkota, Jurus'lamat yang Raja	
LSEB_133_s2	LSEB_133	Bait 3	Diolok, mahkota dib'ri, Mahkota yang berduri \nMalaikat dan orang kudus, S'lalu memuji Yesus, \nRajakan Dia, Rajakan Dia, Rajakan Dia \nPada dunia kabarkan, Kristus Yesus Pemenang	
LSEB_133_s3	LSEB_133	Bait 4	Soraklah dengan gembira, Soraklah kemenangan! \nYesus Tuhan maka kuasa, Besarlah kesukaan! \nRajakan Dia, Rajakan Dia, Rajakan Dia \nDia Raja tertinggi, Raja segala raja	
LSEB_134_s0	LSEB_134	Bait 1	Kebenaran-Mu , Darah-Mu, \nJubahku, keindahanku \nDi dunia yang fana \nAku senang memandang wajah-Mu	
LSEB_134_s1	LSEB_134	Bait 2	Dengan b'rani kuberdiri \nTanpa dosa, bersih suci \nKar'na ku ditebus \nBebas dari dosa serta malu	
LSEB_134_s2	LSEB_134	Bait 3	Tuhan, indahlah darah-Mu \nDi tahta kemurahan-Mu \nKau bebaskan aku \nKau b'ri aku kasih karunia-Mu	
LSEB_134_s3	LSEB_134	Bait 4	Bila aku dibangkitkan \nRumah di surga milikku \nKumohon ya Tuhan \nHidup, mati, hanya bagi-Mu	
LSEB_135_s0	LSEB_135	Bait 1	Haleluya! Puji Yesus! Yang bertahta di surga \nHaleluya! Hanya Dia, Yang menang atas dosa \nHai Sion sorakkan damai, Bagai guruh menggema \nBagi semua manusia, Dikorbankan darah-Nya	
LSEB_135_s1	LSEB_135	Bait 2	Haleluya! Kita takkan, Dibiarkan merana \nHaleluya! Dia dekat, Pada orang percaya \nWalau awan pencobaan, Menudungi diri-Nya \nJangan lupakan janji-Nya, “Allah beserta kita”	
LSEB_135_s2	LSEB_135	Bait 3	Haleluya! B'rilah kami, Roh Kudus tiap hari \nHaleluya! Hanya Engkau, Perlindungan abadi \nPengantara dan Sahabat, Penebus manusia \nMembahana puja puji, Di tepi laut laca	
LSEB_136_s0	LSEB_136	Bait 1	Sungguh mulia dan cemerlang, Tuhan yang t'lah bangkit \nSemarak bagaikan bintang, Yang ada di langit \nDapatkan sinar mentari, Mengikut jejak-Nya? \nTuhan s'luruh langit bumi, Jaya s'panjang masa	
LSEB_136_s1	LSEB_136	Bait 2	Langit menghalangi kita, Memandang wajah-Nya \nLilin kecil yang menyala, Bak bintang bercah'ya \nDi mana umat-Nya datang, Berhimpun, bersaksi \nDi sana Tuhan pun datang, Dengan sinar kasih	
LSEB_137_s0	LSEB_137	Bait 1	Yesus t'lah menang, Muliakan Dia \nMaut dikalahkan, S'lama-lamanya \nMalaikat yang mulia, Buka kubur-Nya \nLipat kain kafan, Di pembaringan	
LSEB_137_s1	LSEB_137	Chorus	Yesus t'lah menang, Muliakan Dia \nMaut dikalahkan, Kristus t'lah menang	
LSEB_137_s2	LSEB_137	Bait 2	Lihatlah Yesus, Yang kalahkan maut \nMenghampiri kita, Menghalau takut \nNyanyilah bersama, Hai umat Allah \nUntuk memaklumkan, Kemenangan-Nya.	
LSEB_137_s3	LSEB_137	Bait 3	Kami percaya, Ya Raja mulia \nHidup ini hampa, Tanpa Kau, Allah \nTuhan tolong kami, Terus berjaya \nPimpin kami semua, Sampai ke surga.	
LSEB_138_s0	LSEB_138	Bait 1	Tidur tenang dalam Yesus, Bangkit nanti, ratap tiada \nLepas dari sendu pilu, Perhentian yang bahagia	
LSEB_138_s1	LSEB_138	Bait 2	Tidur tenang dalam Yesus, Bangkit nanti, jumpa lagi \nItu harapan bahagia, Yang hiburkan hati sedih	
LSEB_138_s2	LSEB_138	Bait 3	Tidur tenang dalam Yesus, Bangkit nanti, berbahagia \nLenyaplah takut dan susah, Itu tanda kuasa Yesus	
LSEB_138_s3	LSEB_138	Bait 4	Tidur tenang, bangkit nanti, Bila nafiri berbunyi \nLalu kutuk maut diganti, Dengan hidup kekal, suci	
LSEB_139_s0	LSEB_139	Bait 1	Marilah yang setiawan, Sorak kemenangan \nTuhan b'ri hati kita, Penuh sukacita \nSoraklah Yerusalem, Dengan kasih kudus \nSambutlah dengan riang, Kebangkitan Yesus	
LSEB_139_s1	LSEB_139	Bait 2	S'karang kita bahagia, Kristus sudah menang \nDari maut yang kelam, Terbit hidup dan t'rang \nSemua dosa kita, Akan dihapuskan \nB'rikanlah kepada-Nya, Syukur dan pujian	
LSEB_139_s2	LSEB_139	Bait 3	Serukan haleluya, Pada Raja kita \nDia yang telah menang, Kubur-Nya terbuka \nHaleluya pujilah, Bapa dan Putra-Nya \nHaleluya pujilah, Roh Allah yang mulia	
LSEB_140_s0	LSEB_140	Bait 1	Takkan lama lagi, Umur dunia ini \nLalu berjumpa kekasih, Yang s'karang di kubur	
LSEB_140_s1	LSEB_140	Chorus	Sucikan jiwaku, Sambut hari itu \nYa Yesus oleh darah-Mu, Basuhkan dosaku	
LSEB_140_s2	LSEB_140	Bait 2	Takkan lama lagi, Topan bergemuruh \nLalu kita akan pergi, Ke neg'ri yang teduh.	
LSEB_140_s3	LSEB_140	Bait 3	Sedikitlah lagi, Hati sedih dan g'lap \nLalu masuk t'rang surgawi, Tak lagi meratap.	
LSEB_140_s4	LSEB_140	Bait 4	Di sini berpisah, menangis, berduka \nDi sana tak lagi pisah, Senang dan bahagia.	
LSEB_141_s0	LSEB_141	Bait	Haleluya, Haleluya, Haleluya!	
LSEB_141_s1	LSEB_141	Bait 1	Perjuangan berakhirlah, kemenangan sudah tiba \nNyanyikanlah lagu indah, Haleluya	
LSEB_141_s2	LSEB_141	Bait 2	Maut tak lagi berkuasa, Kristus t'lah mengalahkannya \nPuji Dia, suci, mulia, Haleluya	
LSEB_141_s3	LSEB_141	Bait 3	Tiga hari usai sudah, Bangkitlah Yesus Penebus \nHormat dan puji tak putus, Haleluya	
LSEB_141_s4	LSEB_141	Bait 4	Ya Tuhan oleh salib-Mu, Engkau s'lamatkan umat-Mu \nMaha agunglah nama-Mu, Haleluya	
LSEB_142_s0	LSEB_142	Bait 1	Sambut kebangkitan-Nya, Haleluya! \nTuhan yang maha kuasa, Haleluya! \nKristus mati buat kita, Haleluya! \nKini Ia ke surga, Haleluya!	
LSEB_142_s1	LSEB_142	Bait 2	Kemenangan tersedia, haleluya! \nPandanglah gerbang indah, Haleluya! \nSuasana ceria, Haleluya! \nSambut Raja yang mulia, Haleluya!	
LSEB_142_s2	LSEB_142	Bait 3	Diangkatkan tangan-Nya, Haleluya! \nMenyatakan kasih-Nya, Haleluya! \nDengan keramahan-Nya, Haleluya! \nIa berkati umat-Nya, Haleluya!	
LSEB_142_s3	LSEB_142	Bait 4	Tuhan yang maha mulia, Haleluya! \nHati kami angkatlah, Haleluya! \nDan memandang wajah-Mu, Haleluya! \nSerta tinggal dengan-Mu, Haleluya!	
LSEB_143_s0	LSEB_143	Bait 1	Dulu kemuliaan Kristus, Tertutup bagi kita \nTapi oleh maut dan duka, Tirai t'lah dibuka-Nya	
LSEB_143_s1	LSEB_143	Chorus	Oh, pandanglah dengan nyata, Tuhan yang menderita \nDialah Pemenang agung, Tirai t'lah dibuka-Nya \nDialah Pemenang agung, Tirai t'lah dibuka-Nya	
LSEB_143_s2	LSEB_143	Bait 2	Yesus di hadapan Bapa, Jadi Pembela kita \nDia yang kasihi Tuhan, Tirai t'lah dibuka-Nya.	
LSEB_143_s3	LSEB_143	Bait 3	Malaikat menyembah Dia, Manusia pun memuja \nDialah Pemenang agung, Tirai t'lah dibuka-Nya.	
LSEB_144_s0	LSEB_144	Bait 1	Adakah Yesus lindung aku, Bila aku berduka? \nBila kususah berat bebanku, Dan jalanku sangat payah?	
LSEB_144_s1	LSEB_144	Chorus	Ya, aku ta'u Yesus lindung, Ia rasa susahku \nBila kuletih dan murung, Aku ta'u Yesus lindung aku	
LSEB_144_s2	LSEB_144	Bait 2	Adakah Yesus lindung aku, Bila takut menyengat? \nSaat g'lap malam, mengepung aku, Adakah Yesus mendekat?	
LSEB_144_s3	LSEB_144	Bait 3	Adakah Yesus lindung aku, Bila hatiku hancur? \nDengan kekasih, berpisah aku, Adakah Yesus menghibur?	
LSEB_145_s0	LSEB_145	Bait 1	Ku akan menyanyikan, Kasih-Nya kepadaku \nSurga t'lah ditinggalkan, Yesus mati bagiku	
LSEB_145_s1	LSEB_145	Chorus	Kasih-Nya kunyanyikan, Tak henti pujianku \nIa mati ganti aku, Kunyanyikan kasih-Nya	
LSEB_145_s2	LSEB_145	Bait 2	Kasih-Nya sungguh hebat, Dalamnya tak terduga \nDosaku hitam pekat, Putih bersih oleh-Nya.	
LSEB_145_s3	LSEB_145	Bait 3	Hidupku tak berarti, Tapi Kau menyayangi \nYa Tuhan tolong aku, Menyatakan kasih-Mu.	
LSEB_146_s0	LSEB_146	Bait 1	Tuhanku berkata, Percayamu lemah \nHai umatku jagalah, Dan harap pada-Ku	
LSEB_146_s1	LSEB_146	Chorus	Yesus t'lah bayar, Hutang dosaku \nMeski dosaku besar, Tuhan t'lah membasuh	
LSEB_146_s2	LSEB_146	Bait 2	Kuasa Tuhan saja, Yang dapat mengubah \nHati orang jahat, Kulit orang kusta.	
LSEB_146_s3	LSEB_146	Bait 3	Tak layaklah aku, Memohon berkat-Mu \nSyukurlah darah-Mu, Hapuskan dosaku.	
LSEB_146_s4	LSEB_146	Bait 4	Di depan tahta-Nya, Ku puji nama-Nya \nDari Raja Yesus, Kut'rima mahkota.	
LSEB_147_s0	LSEB_147	Bait 1	Yesus harta yang terindah, Hidup dan sukaku \nKekuatan dib'rikan-Nya, Hingga aku teguh \nDalam duka dihibur-Nya, Dalam lemah dikuatkan-Nya \nKu tak susah, Kar'na Yesus, Temanku	
LSEB_147_s1	LSEB_147	Bait 2	Yesus harta yang terindah, Sahabat yang setia \nAku datang kepada-Nya, Dan berkat ku t'rima \nSinar dan hujan dib'ri-Nya, Tuaianku pun berlimpah \nKu tak bimbang, Kar'na Yesus, Temanku	
LSEB_147_s2	LSEB_147	Bait 3	Yesus harta yang terindah, Ku yakin pada-Nya \nAku takkan sangkal Dia, Sahabat setia \nKuikit Dia s'lamanya, Siang malam dijaga-Nya \nIkut Dia, Kar'na Yesus, Temanku	
LSEB_147_s3	LSEB_147	Bait 4	Yesus harta yang terindah, Yang lain tiada lagi \nAku percaya pada-Nya, Hingga akhir nanti \nAku hidup bersama Dia, Hidup yang indah s'lamanya \nHidup kekal, Kar'na Yesus, Temanku	
LSEB_148_s0	LSEB_148	Bait 1	Padaku ada Sahabat, Ajaib kasih setia-Nya \nKepada-Nya kuperpikat, Dekat s'lalu pada-Nya \nDari hatiku tak dapat, Terputus tali kasih \nKar'na Dialah Sahabat, Sampai di neg-ri suci	
LSEB_148_s1	LSEB_148	Bait 2	Padaku ada Sahabat, Ajaib kematian-Nya \nDia memb'ri aku s'lamat, Oleh pengorbanan-Nya \nBerkat limpah dari Tuhan, Tiada yang kutahankan \nHidup, harta dan kekuatan, Pada-Nya kuserahkan	
LSEB_148_s2	LSEB_148	Bait 3	Padaku ada Sahabat, Ajaib benar kuasa-Nya \nDinaungan-Nya aku s'lamat, Sampai masuk ke surga \nKeindahan surga juga, Yang menguatkan aku \nKu berjaga dan bekerja, K'lak kut'rima pahalaku	
LSEB_148_s3	LSEB_148	Bait 4	Padaku ada Sahabat, Ajaib manis budi-Nya \nHadirat-Nya tetap dekat, Pada hamba-hamba-Nya \nApa yang sanggup pisahkan, Jiwaku dari Yesus \nNeraka dan kematian' Tidak s'lama-lamanya	
LSEB_149_s0	LSEB_149	Bait 1	Siapa yang dapat menghibur, S'perti Yesus Tuhanku? \nYang benar dan luhur, Oh Yesus, Kau milikku	
LSEB_149_s1	LSEB_149	Chorus	Yesus getaran jiwaku, Dialah kehidupanku \nBagiku Dia yang terindah, Kusaksikan rahmat-Nya	
LSEB_149_s2	LSEB_149	Bait 2	Kasih Kristuslah anug'rah, Yang tiada bandingannya \nRahmat agung dari surga, Dalam bagaikan samud'ra.	
LSEB_149_s3	LSEB_149	Bait 3	S'gala kebutuhan kita, Disediakan olehnya \nHarap pada kuasa Tuhan, Yesus segalanya.	
LSEB_149_s4	LSEB_149	Bait 4	Di tepi sungai yang jernih, Aku akan bernyanyi \nSampai selama-lamanya, Puji Raja yang mulia	
LSEB_150_s0	LSEB_150	Bait 1	Seg'ra datang hujan berkat \nItu janji kasih-Nya \nMenyegarkan jiwa raga \nDari Bapa di surga	
LSEB_150_s1	LSEB_150	Chorus	Berkat yang limpah \nKami rindukan sangat \nBukan sekedar tetesan \nTapi curahan berkat	
LSEB_150_s2	LSEB_150	Bait 2	Seg'ra datang hujan berkat \nYang memb'ri hidup baru \nDi atas gunung dan lembah \nHujan berkat ku perlu,	
LSEB_150_s3	LSEB_150	Bait 3	Seg'ra datang hujan berkat \nPada kami ya Tuhan \nDatanglah sekarang juga \nSabda-Mu menyegarkan,	
LSEB_150_s4	LSEB_150	Bait 4	Seg'ra turun hujan berkat \nTurunlah hari ini \nPada Allah kumengaku \nPada Yesus mengabdi,	
LSEB_151_s0	LSEB_151	Bait 1	Gembala agung, Engkau milikku, \nDalam g'lap Kau mencariku \nDingin duniaku, hangat kandang-Mu \nKuikut Gembalaku \nCahaya mulia terangi jalanku \nHingga tiba hari yang mulia itu \nDi padang teduh, Di lembah hijau \nKuikut Gembalaku	
LSEB_151_s1	LSEB_151	Bait 2	Gembala agung, Engkau milikku \nKu t'lah hancurkan hatiku \nRahmat dan hukum mempesonaku \nDi Golgota berpadu \nHidup dib'rikan menebus jiwaku \nKarena dosaku hati-Nya pilu \nSalib kupandang, Dunia kubuang \nKuikut Gembalaku	
LSEB_151_s2	LSEB_151	Bait 3	Gembala agung, Engkau milikku \nKayu memanggil “Ikut Aku” \nFirman-Mu Tuhan t'rangi jalanku \nRoh Nubuat kesaksianku \nAjaiblah kasih-Mu pada domba-Mu \nKe air yang tenang Kau menuntunku \nTongkat dan gada, Allah yang esa \nKuikut Gembalaku	
LSEB_152_s0	LSEB_152	Bait 1	Kristus hidup! Bernyanyilah \nSalib tegak berdiri, \nMarilah memuji Dia \nKasih-Nya tiada terperi	
LSEB_152_s1	LSEB_152	Bait 2	Kristus Hidup! Selamanya \nTak lagi tinggal di dunia \nIa datang s'karang ini \nMenaklukkan s'luruh bumi	
LSEB_152_s2	LSEB_152	Bait 3	Dalam semua pergumulan \nDerita dan penghinaan \nKasih-Nya tetap ajaib \nIa hidup walau tersalib	
LSEB_152_s3	LSEB_152	Bait 4	Kristus hidup! Dan bertahta \nMemerintah seg'nap dunia \nHingga akhir Dia dipuja \nKar'na nyatalah kasih-Nya	
LSEB_153_s0	LSEB_153	Bait 1	Tuhan terangku, Aku tak takut \nSiang malam Dia s'lalu dekat \nDari dosaku Yesus t'lah s'lamatkan \nRoh Tuhan tunjuk jalan pertobatan	
LSEB_153_s1	LSEB_153	Chorus	Tuhan terangku, ku puji s'lalu \nSiang dan malam Dia pimpin aku \nTuhan terangku, ku puji s'lalu \nSiang dan malam Dia pimpin aku	
LSEB_153_s2	LSEB_153	Bait 2	Tuhan terangku, Di kegelapan \nIman yang kuat pandang ke surga \nDi sana Yesus s'lalu memerintah \nAku tak lagi dalam kegelapan.	
LSEB_153_s3	LSEB_153	Bait 3	Tuhan terangku, Dan kekuatanku \nKupasti menang oleh kuasa-Nya \nAnug'rah Tuhan ampunkan dosa \nDan oleh iman ku ditinggikan-Nya.	
LSEB_153_s4	LSEB_153	Bait 4	Tuhan terangku, Dia milikku \nGelappun lenyap oleh kuasa-Nya \nDia Penebus, Tuhan dan Rajaku \nBersama orang saleh kupuji Dia.	
LSEB_154_s0	LSEB_154	Bait 1	Kita tak ta'u bilakah jamnya \nPetang, malam atau pagi \nBila Yesus datang ke dunia \nMari sediakanlah hati \nDisuruh-Nya kita berjaga \nLampu pun jangan terpadam \nSupaya bila datang Yesus \nKita masuk neg'ri salam	
LSEB_154_s1	LSEB_154	Chorus	Jaga sedia, jaga sedia \nJaga sedia, berjaga dan bersedia	
LSEB_154_s2	LSEB_154	Bait 2	Oh ingatlah s'gala cinta-Nya \nDan sengsara yang did'rita \nDitinggalkan-Nya surga mulia \nSupaya s'lamatlah kita \nTuhan tentu amat bersuka \nBila orang yang ditebus \nMenunggukan kedatangan-Nya \nDan masuk neg'ri yang kudus,	
LSEB_154_s3	LSEB_154	Bait 3	Ya Yesus Penebus kekasih \nKurindu pandang wajah-Mu \nDan rindu masuk neg'ri suci \nSana kudengar suara-Mu \nMeski orang lain takut lihat \nWajah-Mu yang amat mulia \nBagiku Engkaulah sahabat \nYang kunantikan dan cinta,	
LSEB_155_s0	LSEB_155	Bait 1	Dapatkah ku disucikan, Oleh darah Penebusku \nIa mati kar'na aku, Bagiku Dia t'lah terpaku \nKasih ajaib, sungguh mulia, Kristus mati bagi aku	
LSEB_155_s1	LSEB_155	Chorus	Kasih ajaib sungguh mulia \nKristus bagi bagi aku	
LSEB_155_s2	LSEB_155	Bait 2	Ditinggalkan tahta Bapa, Sungguh besar anug'rah-Nya \nDihampakan-Nya Diri-Nya, Dan mati untuk manusia \nBesarlah kemurahan-Nya, Dan ya Tuhan, kumilik-Mu.	
LSEB_155_s3	LSEB_155	Bait 3	Lama jiwaku tertawan, Dalam dosa, kejahatan \nSinar mata-Mu memancar, Hati yang gelap bersinar \nKini bebaslah jiwaku, Kubangun, ikut Tuhanku.	
LSEB_155_s4	LSEB_155	Bait 4	Ku tak takut penghukuman, Yesus t'lah b'ri pengharapan \nAku hidup dalam Tuhan, Berjubahkan kebenaran \nKudatang hampir tahta-Nya, Dan t'rima mahkota indah.	
LSEB_156_s0	LSEB_156	Bait 1	Yesus kasih padaku, Alkitab t'rangkan itu \nAnak kecil yang lemah, Milik Tuhan yang kuasa	
LSEB_156_s1	LSEB_156	Chorus	Ya, Yesus kasih, Kasih padaku \nYesus p'nuh kasih, Alkitab katakan	
LSEB_156_s2	LSEB_156	Bait 2	Yesus mati bagiku, Dihapus-Nya dosaku \nPintu surga terbuka, Anak kecil masuklah.	
LSEB_156_s3	LSEB_156	Bait 3	Yesus t'rimalah aku, Sucikanlah hatiku \nEngkau mati bagiku, Kumau hidup bagi-Mu.	
LSEB_157_s0	LSEB_157	Bait 1	Tuhan 'kan datang segera, Kabarkanlah, rayakanlah \nSaat jumpa dan pisah, Sampaikanlah dengan suka	
LSEB_157_s1	LSEB_157	Chorus	Tuhan 'kan datang segera, Kabarkanlah, rayakanlah \nBerita kemenangan-Nya	
LSEB_157_s2	LSEB_157	Bait 2	Tuhan 'kan datang s'rukanlah, Ke seluruh jagad raya \nMasyhurkan kabar indah, Agar semua bergembira.	
LSEB_157_s3	LSEB_157	Bait 3	Tuhan 'kan datang segera, Adil, kekal, Tuhan kita \nBagi yang tak turut Dia, Akan t'rima hukuman-Nya.	
LSEB_157_s4	LSEB_157	Bait 4	Dunia p'nuh dengan dosa, Digantikan sukacita \nS'luruh alam jagad raya, Ucap syukur dan pujian.	
LSEB_158_s0	LSEB_158	Bait 1	Kristus datang! Hai manusia, Keluh kesah hentikan \nMasyhurkan kemuliaan-Nya, Berharap dan beriman \nKristus datang, Kristus datang, Datanglah Raja Damai \nDatanglah Raja Damai	
LSEB_158_s1	LSEB_158	Bait 2	Dunia dapat bercerita, Nestapa di Golgota \nK'lak pandang kemuliaan-Nya, Kedatangan Sang Raja \nKristus datang, Kristus datang, Gemakanlah berulang \nGemakanlah berulang	
LSEB_158_s2	LSEB_158	Bait 3	Dengan “Harapan Bahagia”, Mari petik kecapi \nKabarkan ke s'luruh dunia, Dengan lagu dan puji \nKristus datang, Kristus datang, Yesus datanglah seg'ra \nYesus datanglah seg'ra	
LSEB_159_s0	LSEB_159	Bait 1	Nyanyilah lagu yang hiburkan di jalan \nTak lama lagi masuk surga \nMalampun lalu dalam t'rang kemuliaan \nTak lama lagi masuk surga	
LSEB_159_s1	LSEB_159	Chorus	Tak lama lagi, tak lama lagi \nKita tiba di sana \nKita berkumpul bila topan t'lah lalu \nTak lama lagi masuk surga	
LSEB_159_s2	LSEB_159	Bait 2	Mari selesaikan kerja yang Tuhan b'ri \nTak lama lagi masuk surga \nRahmat Allah b'ri kekuatan tiap hari \nTak lama lagi masuk surga.	
LSEB_159_s3	LSEB_159	Bait 3	Ratakan jalan bagi yang letih lesu \nTak lama lagi masuk surga \nNyatakan hidup penuh kasih sayangmu \nTak lama lagi masuk surga.	
LSEB_159_s4	LSEB_159	Bait 4	Di sana Tuhan akan b'ri perhentian \nTak lama lagi masuk surga \nAir mata pun Tuhan akan hapuskan \nTak lama lagi masuk surga.	
LSEB_160_s0	LSEB_160	Bait 1	Mungkin saja di saat fajar merekah \nBila bayang g'lap lenyap oleh sang surya \nDatanglah Yesus dalam kemuliaan-Nya \nHendak menjemput umat-Nya	
LSEB_160_s1	LSEB_160	Chorus	B'rapa lama lagi, Tuhan, Kami sorak puji \nKristus datang, Kristus datang \nHaleluya! Amin, Haleluya! Amin	
LSEB_160_s2	LSEB_160	Bait 2	Mungkin saja di siang hari atau senja \nMungkin di tengah malam gelap gulita \nCah'ya memancar dalam kemuliaan-Nya \nHendak menjemput umat-Nya	
LSEB_160_s3	LSEB_160	Bait 3	Oh, sukacita kar'na hidup s'lamanya \nTak lagi sakit, mati ataupun susah \nMenuju surga yang mulia serta Tuhan \nSaat menjemput umat-Nya.	
LSEB_161_s0	LSEB_161	Bait 1	Ku mau sedia bila Yesus datang \nKu mau sedia bila Yesus datang \nKes'nangan dunia, hilanglah dayanya \nTuhan, jagalah aku	
LSEB_161_s1	LSEB_161	Bait 2	I want to be ready when Jesus comes \nI want to be ready when Jesus comes \nEarth's pleasures grow dim \nWhile I'm waiting for Him \nLord, keep me till Jesus comes	
LSEB_162_s0	LSEB_162	Bait 1	Muka dengan muka nanti, Kupandang Penebusku \nSukacita tak terperi, Yesus mati bagiku	
LSEB_162_s1	LSEB_162	Chorus	Muka dengan muka nanti, Aku lihat Tuhanku \nDalam kemuliaan-Nya, Dengan Yesus bertemu	
LSEB_162_s2	LSEB_162	Bait 2	Samar kupandang wajah-Nya, Tabir g'lap memisahkan \nK'lak kulihat dengan nyata, Kemuliaan Tuhan.	
LSEB_162_s3	LSEB_162	Bait 3	Bahagia bersama Tuhan, Hilang duka dan resah \nYang berliku diluruskan, Yang gelap jadi nyata.	
LSEB_162_s4	LSEB_162	Bait 4	Saat mulia dan bahagia, Bila tiba di surga \nDengan Yesus ku-berjumpa, Sungguh besar kasih-Nya.	
LSEB_163_s0	LSEB_163	Bait 1	Angkat nafiri dan bunyikanlah \nYesus 'kan datang seg'ra \nBersukacita dan pujilah Dia \nYesus 'kan datang seg'ra	
LSEB_163_s1	LSEB_163	Chorus	Datang seg'ra, Datang seg'ra \nYesus 'kan datang seg'ra	
LSEB_163_s2	LSEB_163	Bait 2	Gunung dan lembah, hai siarkanlah \nYesus 'kan datang seg'ra \nDomba tersemb'lih 'kan datang seg'ra \nYesus 'kan datang seg'ra.	
LSEB_163_s3	LSEB_163	Bait 3	Lautan dan ombak gelorakanlah \nYesus 'kan datang seg'ra \nDari pantaimu di mana-mana \nYesus 'kan datang seg'ra.	
LSEB_163_s4	LSEB_163	Bait 4	Gempa bumi pun sungguh nyatakan \nYesus 'kan datang seg'ra \nTopan dan angin juga masyhurkan \nYesus 'kan datang seg'ra.	
LSEB_163_s5	LSEB_163	Bait 5	Bangsa amarah itu tandanya \nYesus 'kan datang seg'ra \nPengetahuan bertambah-tambah \nYesus 'kan datang seg'ra.	
LSEB_164_s0	LSEB_164	Bait 1	Tiada lagi lembah kegelapan \nSaat Yesus datang ke dunia \nTiada lagi lembah kegelapan \nDi saat Yesus datang	
LSEB_164_s1	LSEB_164	Chorus	Dia datang jemput semua \nPulang ke surga mulia \nTiada lagi lembah kegelapan \nDi saat Yesus datang	
LSEB_164_s2	LSEB_164	Bait 2	Tiada lagi duka dan derita \nSaat Yesus datang ke dunia \nTiada lagi duka dan derita \nDi saat Yesus datang.	
LSEB_164_s3	LSEB_164	Bait 3	Sambutlah dengan kidung pujian \nBila Yesus datang ke dunia \nSambutlah dengan kidung pujian \nDi saat Yesus datang.	
LSEB_165_s0	LSEB_165	Bait 1	Tiga kebenaran, Dasar iman kita \nDengan penuh suka, Tuhan kita sembah	
LSEB_165_s1	LSEB_165	Chorus	Ia mati, Ia t'lah bangkit, Ia 'kan kembali	
LSEB_165_s2	LSEB_165	Bait 2	Dalam duka lara, Kita diteguhkan \nKar'na anug'rah-Nya, Kita dikuatkan.	
LSEB_165_s3	LSEB_165	Bait 3	Tiga kebenaran, Yang dipegang teguh \nMembawa manusia, ke surga sepenuh.	
LSEB_166_s0	LSEB_166	Bait 1	Kedatangan Tuhan t'lah dekat \nKudengar isyarat \nBintang di langit reduplah \nPasti pagi seg'ra merekah	
LSEB_166_s1	LSEB_166	Chorus	Oh, pasti pagi akan merekah \nOh, pasti pagi akan merekah \nMalam akan sirna, siang seg'ra tiba \nOh, pasti pagi akan merekah	
LSEB_166_s2	LSEB_166	Bait 2	Matahari, bulan dan bintang \nBumi dan isinya \nNyatakan pada manusia \nKedatangan Tuhan dekatlah.	
LSEB_166_s3	LSEB_166	Bait 3	Yang menanti kedatangan-Nya \nS'karang bersedialah \nDengan pelita menyala \nMenantikan pagi merekah.	
LSEB_166_s4	LSEB_166	Bait 4	Seg'ra pergi ke jalan raya \nKe manapun saja \nPanggil yang buta dan lemah \nMenyambut pagi nan merekah.	
LSEB_167_s0	LSEB_167	Bait 1	Hari yang mulia, nanti akan tiba \nSebab itu bangun nyanyilah hai anak t'rang \nHari yang mulia nanti akan tiba \nBila dunia sembah Kristus s'bagai Rajanya	
LSEB_167_s1	LSEB_167	Bait 2	There's a day dawning, There's a new day dawning \nThe arise, o children of the light, arise and sing \nThere's a new day dawning \nWhen the nations of the world shall worship Christ the King	
LSEB_168_s0	LSEB_168	Bait 1	Kita memiliki pengharapan \nMenyambut datangnya Tuhan \nIman kita hanya pada Kristus \nDalam sabda-Nya yang kudus \nS'karang tiba waktunya \nSemua bangsa di dunia \nBangkit dan bersoraklah \nHaleluya, Dia Raja! \nKita memiliki pengharapan \nMenyambut datangnya Tuhan	
LSEB_168_s1	LSEB_168	Bait 2	Kita bersatu di dalam Tuhan \nBersatu dalam kasih-Nya \nMengasihi pada semua insan \nYang rindukan kasih Tuhan \nSeg'ra langit terbuka \nKristus jemput umat-Nya \nS'luruh dunia memuji \nHaleluya, Dia Raja! \nIman, harapan dan kasih Tuhan \nDalam Kristus dipadukan	
LSEB_169_s0	LSEB_169	Bait 1	Bila trompet Allah berbunyi, akhir zaman tiba \nHidup kekal dan mulia tersedia \nBila orang yang selamat, dihimpunkan di sana \nDan namaku 'kan dipanggil ke surga	
LSEB_169_s1	LSEB_169	Chorus	Bila namaku dipanggil \nBila namaku dipanggil \nBila namaku dipanggil \nBila namaku dipanggil, ku ada	
LSEB_169_s2	LSEB_169	Bait 2	Pada pagi cerah itu orang saleh bangkitlah \nDan kemuliaan Yesus dib'rikan-Nya \nBila umat pilihan-Nya tiba di seb'rang sana \nDan namaku 'kan dipanggil ke surga.	
LSEB_169_s3	LSEB_169	Bait 3	Kerjalah bagi Tuhanmu pada pagi dan petang \nKabarkanlah keajaiban kasih-Nya \nBila hidup ini tamat dan kerja usai s'karang \nDan namaku 'kan dipanggil ke surga.	
LSEB_170_s0	LSEB_170	Bait 1	Akan berkumpulkah kita, Di tepi sungai indah' \nAirnya yang t'rus mengalir, Dari tahtanya Allah	
